name,time,R^2_test,R^2_train,MAE_test,MAE_train,NMSE_test,NMSE_train,RMSE_test,RMSE_train
results/energyHeating,11,0.9981298623559673,0.9978012968017672,0.32201295067628144,0.34490883823579427,1.8701376440326226e-3,2.198703198232735e-3,0.438886445461057,0.47197408169805216

results/energyHeating,13,0.997890332488024,0.9977367256658501,0.34148708104689784,0.3517076257606418,2.1096675119761095e-3,2.263274334149844e-3,0.46614645918706094,0.47885435919861674

results/energyHeating,14,0.9979241957358314,0.9978303635588555,0.36272798029753134,0.3534900032861723,2.075804264168648e-3,2.169636441144582e-3,0.4623901586019557,0.4688439642434848

results/energyHeating,12,0.9980033147678562,0.9977600962890912,0.3384586629744815,0.34662745536647704,1.9966852321437805e-3,2.239903710908765e-3,0.45349257953727734,0.47637561308965687

results/energyHeating,13,0.997926054197618,0.9977168842349858,0.34697679070249027,0.3523653067328266,2.073945802381968e-3,2.283115765014217e-3,0.4621831239404469,0.480948763502601

results/energyHeating,16,0.9979046716335298,0.9977849643630623,0.3433818933133582,0.34375987493859367,2.095328366470209e-3,2.215035636937676e-3,0.46455958863767555,0.4737238007172226

results/energyHeating,14,0.9971058444481752,0.9980559990305673,0.3909069212467643,0.32258554407974593,2.894155551824823e-3,1.944000969432667e-3,0.532939435878118,0.44621843305491155

results/energyHeating,15,0.9973065546475968,0.9981088165204521,0.37848372194722496,0.31896071188989134,2.6934453524032607e-3,1.891183479547823e-3,0.5141277049555921,0.4401149295642213

results/energyHeating,16,0.9972616958120762,0.9980984844990479,0.3800174318443888,0.3172059396160797,2.7383041879237274e-3,1.9015155009520618e-3,0.5183913766427539,0.4413155224981809

results/energyHeating,18,0.997245274745712,0.9981436141119095,0.38143800949543877,0.3237936802160978,2.754725254288e-3,1.8563858880904875e-3,0.5199433983934874,0.4360470948723977

results/energyHeating,17,0.997139643668301,0.9980821130642851,0.3917706264395884,0.3186630986646568,2.8603563316990208e-3,1.91788693571489e-3,0.5298183463096116,0.4432112429665834

results/energyHeating,16,0.9971231551401187,0.9978994579749404,0.39936945115041006,0.3400903684617642,2.8768448598812607e-3,2.1005420250595937e-3,0.531343221240633,0.4638365370325338

results/energyHeating,15,0.9978378955399799,0.9976603254034366,0.35551553900032645,0.35934594244499973,2.1621044600200283e-3,2.3396745965633906e-3,0.46988500447289183,0.48738493160314755

results/energyHeating,14,0.9983962906651536,0.9977698819587667,0.3032205567868911,0.341717181220615,1.6037093348464434e-3,2.2301180412333194e-3,0.4046840407685313,0.47583709312443945

results/energyHeating,21,0.9982670632979961,0.9977977193825174,0.3113239604510079,0.33943816729070664,1.7329367020039647e-3,2.202280617482588e-3,0.4206729616822205,0.47285795153226673

results/energyHeating,15,0.9983320544283122,0.9979010419376934,0.31437362387764306,0.3391915342952901,1.6679455716878126e-3,2.0989580623066943e-3,0.4127092345624433,0.46163236429913346

results/energyHeating,17,0.9981625386744412,0.9976501194531097,0.33916445231374936,0.3587034103687942,1.8374613255588746e-3,2.3498805468903424e-3,0.4331739712555738,0.4884467915858505

results/energyHeating,14,0.9982861709850304,0.9977551575788353,0.320403725665502,0.34308895071490497,1.713829014969608e-3,2.2448424211647263e-3,0.4183473234586444,0.47740536867491845

results/energyHeating,15,0.9972254443678745,0.9977803470650931,0.39293381665481897,0.3534513595923942,2.7745556321254303e-3,2.219652934906879e-3,0.5299548679655786,0.4749117033352381

results/energyHeating,14,0.9973338293814957,0.9978933406629511,0.3811952832915656,0.33857111225439296,2.6661706185042602e-3,2.106659337048913e-3,0.5195006989973543,0.46266589990917534

results/energyHeating,11,0.9972207387778245,0.9978069657299464,0.38370110849649763,0.34998517519829275,2.779261222175517e-3,2.1930342700535433e-3,0.5304040739362564,0.47205548100937644

results/energyHeating,14,0.9975398728934008,0.9978772362795559,0.3567102359817468,0.3378223882638635,2.4601271065990984e-3,2.122763720444029e-3,0.49902343382076064,0.4644309606753695

results/energyHeating,17,0.9971356916594111,0.9978883849594975,0.3965214772480367,0.33645837784119914,2.86430834058896e-3,2.1116150405024623e-3,0.5384582693207106,0.46320976766360344

results/energyHeating,15,0.9974480626636375,0.9980204966900971,0.37168314295547317,0.32757135326413755,2.5519373363625157e-3,1.9795033099029528e-3,0.5082497458536185,0.44848554658049544

results/energyHeating,16,0.9972951389924446,0.9981034727827743,0.35770069696200085,0.32213813027730037,2.7048610075553993e-3,1.8965272172256579e-3,0.5254483098764668,0.43854125385348514

results/energyHeating,13,0.9972485085452307,0.9980956870079546,0.37089555294202536,0.3290590833793002,2.7514914547692496e-3,1.9043129920454254e-3,0.5299581885896606,0.4394404991544313

results/energyHeating,12,0.9973038796703849,0.9980220518353873,0.36327158953486877,0.3301884450444893,2.6961203296150702e-3,1.9779481646127113e-3,0.5245986376014973,0.44785596931161115

results/energyHeating,15,0.9971988687306574,0.9979370613578334,0.3616985012590889,0.3372599269063519,2.8011312693425596e-3,2.0629386421665225e-3,0.5347173225694395,0.4573767346735753

results/energyHeating,21,0.9971752579676099,0.9979349235447311,0.3735692253159893,0.3479946068886273,2.8247420323901764e-3,2.0650764552689305e-3,0.5369661624284768,0.45761366193079495

results/energyHeating,16,0.9973468638328806,0.9980791107964206,0.35451969065578487,0.32832467554723294,2.653136167119407e-3,1.9208892035794004e-3,0.5204000058251366,0.441348923806022
