expr,weights,python
"[Term Tanh (fromList [(1,-2),(2,1),(3,-1),(5,2),(6,-2),(7,-2)]),Term SqrtAbs (fromList [(0,-1),(1,-2),(2,2),(3,2),(4,-1),(5,1),(6,2),(7,2)]),Term Exp (fromList [(0,1),(1,-2),(2,-1),(3,2),(4,-1),(6,2)]),Term Sin (fromList [(0,2),(2,1),(3,-1)]),Term Cos (fromList [(0,1),(6,2)]),Term Cos (fromList [(0,-2),(1,-2),(2,2),(4,-1),(5,2),(6,1)]),Term SqrtAbs (fromList [(0,1),(1,-1),(2,2),(3,-2),(6,1)]),Term Sin (fromList [(0,-2),(1,2),(2,-2),(3,2)]),Term Cos (fromList [(0,-2),(1,1)]),Term SqrtAbs (fromList [(1,-2),(2,-1),(3,1),(4,-1)]),Term Id (fromList [(0,2),(1,-1),(3,-2)]),Term Sin (fromList [(0,-2),(1,2)]),Term SqrtAbs (fromList [(0,-2),(1,-2),(2,-1),(3,1),(4,-2)]),Term Id (fromList [(0,-1),(1,-2),(2,-2),(3,1)]),Term Log (fromList [(0,1),(1,2),(4,-2)]),Term Tanh (fromList [(0,-2),(2,2),(3,-2),(4,-1)])]","[-78782.21480557852,-2.376625907283939,-3.5959558393671622e-3,78317.98201800669,3.5972145081614464,-127.6913364557235,-0.5747151228199991,175.08823269446665,-2.955734687737528,-6.172989521712896,77857.92164920687,-1.2845564952910022e8,1.2089109084467546,-569892.6906806091,1.1683406336834955e10,65.65467007344782,86.5234981282305]","-78782.21480557852 + -2.376625907283939*np.tanh(x[:,1]**(-2)*x[:,2]*x[:,3]**(-1)*x[:,5]**(2)*x[:,6]**(-2)*x[:,7]**(-2)) + -3.5959558393671622e-3*sqrtAbs(x[:,0]**(-1)*x[:,1]**(-2)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-1)*x[:,5]*x[:,6]**(2)*x[:,7]**(2)) + 78317.98201800669*np.exp(x[:,0]*x[:,1]**(-2)*x[:,2]**(-1)*x[:,3]**(2)*x[:,4]**(-1)*x[:,6]**(2)) + 3.5972145081614464*np.sin(x[:,0]**(2)*x[:,2]*x[:,3]**(-1)) + -127.6913364557235*np.cos(x[:,0]*x[:,6]**(2)) + -0.5747151228199991*np.cos(x[:,0]**(-2)*x[:,1]**(-2)*x[:,2]**(2)*x[:,4]**(-1)*x[:,5]**(2)*x[:,6]) + 175.08823269446665*sqrtAbs(x[:,0]*x[:,1]**(-1)*x[:,2]**(2)*x[:,3]**(-2)*x[:,6]) + -2.955734687737528*np.sin(x[:,0]**(-2)*x[:,1]**(2)*x[:,2]**(-2)*x[:,3]**(2)) + -6.172989521712896*np.cos(x[:,0]**(-2)*x[:,1]) + 77857.92164920687*sqrtAbs(x[:,1]**(-2)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-1)) + -1.2845564952910022e8*(x[:,0]**(2)*x[:,1]**(-1)*x[:,3]**(-2)) + 1.2089109084467546*np.sin(x[:,0]**(-2)*x[:,1]**(2)) + -569892.6906806091*sqrtAbs(x[:,0]**(-2)*x[:,1]**(-2)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-2)) + 1.1683406336834955e10*(x[:,0]**(-1)*x[:,1]**(-2)*x[:,2]**(-2)*x[:,3]) + 65.65467007344782*np.log(x[:,0]*x[:,1]**(2)*x[:,4]**(-2)) + 86.5234981282305*np.tanh(x[:,0]**(-2)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]**(-1))"

"[Term SqrtAbs (fromList [(0,2),(1,1),(2,1),(3,-1),(4,2),(7,1)]),Term Log (fromList [(2,1),(3,-2),(4,-2),(5,-2)]),Term SqrtAbs (fromList [(0,2),(1,-1),(2,-2),(3,1),(4,2),(6,2),(7,2)]),Term SqrtAbs (fromList [(0,1),(1,2),(2,1),(3,-2),(7,2)]),Term Tanh (fromList [(0,-1),(1,2),(3,-2)]),Term Log (fromList [(0,2),(1,2),(2,-1),(3,-2),(4,-2),(5,-2)]),Term Log (fromList [(0,2),(1,1),(3,-1),(4,1)]),Term Cos (fromList [(0,-1),(2,1),(4,-2)]),Term Tanh (fromList [(1,-1),(3,-1),(4,-2),(5,-2),(6,-2)]),Term Tanh (fromList [(0,-2),(2,1),(3,-2),(4,2),(7,-2)]),Term Log (fromList [(0,-1),(2,2),(3,2),(4,-1),(5,-2)]),Term Sin (fromList [(0,2),(3,1)]),Term SqrtAbs (fromList [(0,1),(3,-2),(6,2)]),Term Sin (fromList [(0,-1),(2,1),(3,-1),(4,-2)]),Term Cos (fromList [(0,2),(1,1),(2,-2),(3,2)]),Term Sin (fromList [(0,1),(3,-1)])]","[8.642823428216525e11,9.25258755432005e-3,9.881472372786186,-71.69907385315537,-3.90911712088079e-3,-8.6428234392338e11,-53.38487677656162,-54.99167897155104,5.728913824549617,-3.833729679755733,1.2964001407474974,43.53719304194141,-2.286308454146045,3364.131772790821,-507.40852436508885,-7.443594593877373,27322.813449725476]","8.642823428216525e11 + 9.25258755432005e-3*sqrtAbs(x[:,0]**(2)*x[:,1]*x[:,2]*x[:,3]**(-1)*x[:,4]**(2)*x[:,7]) + 9.881472372786186*np.log(x[:,2]*x[:,3]**(-2)*x[:,4]**(-2)*x[:,5]**(-2)) + -71.69907385315537*sqrtAbs(x[:,0]**(2)*x[:,1]**(-1)*x[:,2]**(-2)*x[:,3]*x[:,4]**(2)*x[:,6]**(2)*x[:,7]**(2)) + -3.90911712088079e-3*sqrtAbs(x[:,0]*x[:,1]**(2)*x[:,2]*x[:,3]**(-2)*x[:,7]**(2)) + -8.6428234392338e11*np.tanh(x[:,0]**(-1)*x[:,1]**(2)*x[:,3]**(-2)) + -53.38487677656162*np.log(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(-1)*x[:,3]**(-2)*x[:,4]**(-2)*x[:,5]**(-2)) + -54.99167897155104*np.log(x[:,0]**(2)*x[:,1]*x[:,3]**(-1)*x[:,4]) + 5.728913824549617*np.cos(x[:,0]**(-1)*x[:,2]*x[:,4]**(-2)) + -3.833729679755733*np.tanh(x[:,1]**(-1)*x[:,3]**(-1)*x[:,4]**(-2)*x[:,5]**(-2)*x[:,6]**(-2)) + 1.2964001407474974*np.tanh(x[:,0]**(-2)*x[:,2]*x[:,3]**(-2)*x[:,4]**(2)*x[:,7]**(-2)) + 43.53719304194141*np.log(x[:,0]**(-1)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-1)*x[:,5]**(-2)) + -2.286308454146045*np.sin(x[:,0]**(2)*x[:,3]) + 3364.131772790821*sqrtAbs(x[:,0]*x[:,3]**(-2)*x[:,6]**(2)) + -507.40852436508885*np.sin(x[:,0]**(-1)*x[:,2]*x[:,3]**(-1)*x[:,4]**(-2)) + -7.443594593877373*np.cos(x[:,0]**(2)*x[:,1]*x[:,2]**(-2)*x[:,3]**(2)) + 27322.813449725476*np.sin(x[:,0]*x[:,3]**(-1))"

"[Term Sin (fromList [(0,-2),(3,-2),(4,-1),(6,2)]),Term Tanh (fromList [(0,2),(1,2),(2,2),(3,-2),(4,1),(5,-1),(7,1)]),Term SqrtAbs (fromList [(0,2),(1,2),(2,-2),(3,2),(5,-1),(6,1),(7,2)]),Term SqrtAbs (fromList [(3,-2),(4,1),(6,1)]),Term Sin (fromList [(0,2),(1,-1),(2,1),(3,-2),(4,1)]),Term Sin (fromList [(0,-2),(1,1),(2,-2),(3,-1),(4,1),(5,-2),(7,2)]),Term Tanh (fromList [(0,2),(2,-2),(3,2),(4,2),(5,1),(6,2)]),Term Log (fromList [(0,-2),(3,-1),(4,2)]),Term Sin (fromList [(0,2),(2,-1),(3,2),(4,2),(6,2)]),Term Exp (fromList [(0,-2),(1,-2),(2,-2),(3,2),(4,1)]),Term Log (fromList [(0,2),(1,1),(2,-1),(3,-1),(4,2)]),Term Tanh (fromList [(1,2),(3,-2)]),Term Cos (fromList [(0,2),(1,2),(2,1),(3,-2)]),Term Sin (fromList [(0,1),(1,2),(2,1),(3,-2),(4,1)]),Term Cos (fromList [(0,2),(2,1),(3,1),(4,1)]),Term Cos (fromList [(1,1),(2,1),(3,-1),(4,1)])]","[1.0101400361965352e9,853536.9603221015,2.3921161788293985,-1.499167842097343e-3,840.3493837606115,104257.72025021921,211.40987638261728,-0.28888732596078553,37.18910369842351,-0.20487966802212576,2788358.8591985805,-22.95813736483809,-1.0129283963209327e9,2.5667145204967294,-4.382247177611986,-0.9364892574112967,2.612816502851037]","1.0101400361965352e9 + 853536.9603221015*np.sin(x[:,0]**(-2)*x[:,3]**(-2)*x[:,4]**(-1)*x[:,6]**(2)) + 2.3921161788293985*np.tanh(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(2)*x[:,3]**(-2)*x[:,4]*x[:,5]**(-1)*x[:,7]) + -1.499167842097343e-3*sqrtAbs(x[:,0]**(2)*x[:,1]**(2)*x[:,2]**(-2)*x[:,3]**(2)*x[:,5]**(-1)*x[:,6]*x[:,7]**(2)) + 840.3493837606115*sqrtAbs(x[:,3]**(-2)*x[:,4]*x[:,6]) + 104257.72025021921*np.sin(x[:,0]**(2)*x[:,1]**(-1)*x[:,2]*x[:,3]**(-2)*x[:,4]) + 211.40987638261728*np.sin(x[:,0]**(-2)*x[:,1]*x[:,2]**(-2)*x[:,3]**(-1)*x[:,4]*x[:,5]**(-2)*x[:,7]**(2)) + -0.28888732596078553*np.tanh(x[:,0]**(2)*x[:,2]**(-2)*x[:,3]**(2)*x[:,4]**(2)*x[:,5]*x[:,6]**(2)) + 37.18910369842351*np.log(x[:,0]**(-2)*x[:,3]**(-1)*x[:,4]**(2)) + -0.20487966802212576*np.sin(x[:,0]**(2)*x[:,2]**(-1)*x[:,3]**(2)*x[:,4]**(2)*x[:,6]**(2)) + 2788358.8591985805*np.exp(x[:,0]**(-2)*x[:,1]**(-2)*x[:,2]**(-2)*x[:,3]**(2)*x[:,4]) + -22.95813736483809*np.log(x[:,0]**(2)*x[:,1]*x[:,2]**(-1)*x[:,3]**(-1)*x[:,4]**(2)) + -1.0129283963209327e9*np.tanh(x[:,1]**(2)*x[:,3]**(-2)) + 2.5667145204967294*np.cos(x[:,0]**(2)*x[:,1]**(2)*x[:,2]*x[:,3]**(-2)) + -4.382247177611986*np.sin(x[:,0]*x[:,1]**(2)*x[:,2]*x[:,3]**(-2)*x[:,4]) + -0.9364892574112967*np.cos(x[:,0]**(2)*x[:,2]*x[:,3]*x[:,4]) + 2.612816502851037*np.cos(x[:,1]*x[:,2]*x[:,3]**(-1)*x[:,4])"

"[Term SqrtAbs (fromList [(0,-1),(3,2),(4,-2)]),Term SqrtAbs (fromList [(1,-2),(2,2),(3,2),(4,-2),(6,2),(7,2)]),Term Log (fromList [(0,1),(1,2),(3,-1),(4,-1)]),Term Id (fromList [(0,-2),(1,-1),(2,1),(3,1),(4,2)]),Term Sin (fromList [(3,-1),(4,1),(6,1)]),Term SqrtAbs (fromList [(1,1),(2,-1),(3,1),(4,1),(6,1)]),Term Tanh (fromList [(1,-1),(2,-1),(3,2),(4,-2),(6,-1)]),Term Id (fromList [(1,-1),(2,1),(3,2),(4,-2)]),Term Tanh (fromList [(0,1),(1,2),(3,-1),(4,-1),(5,2),(7,2)]),Term Exp (fromList [(0,1),(1,-2),(2,2),(3,1),(4,-2),(6,2)]),Term Log (fromList [(0,1),(1,2),(2,1),(4,-2)]),Term Log (fromList [(0,2),(1,-2),(2,2),(3,2),(4,-2)]),Term Id (fromList [(0,1),(1,1),(4,-1)]),Term Cos (fromList [(0,1),(2,1),(4,-2)]),Term Cos (fromList [(0,-2),(1,2),(3,-1),(4,1)]),Term Cos (fromList [(0,-2),(2,2),(4,-2)])]","[-1655.6138337748514,3.488230767791449,-1.6905315270830373e-2,285.5865411547188,2.2715777598375696e-2,466.5949708858903,-0.11993084486159021,-9.485714337257196,-0.2577250618860856,-2.456650898967795,5.835840221228562,-115.70945260041097,428.3329122663047,-4.114801929404499,1.3207674984173614,3.2850217381772895,-2.325967553514779]","-1655.6138337748514 + 3.488230767791449*sqrtAbs(x[:,0]**(-1)*x[:,3]**(2)*x[:,4]**(-2)) + -1.6905315270830373e-2*sqrtAbs(x[:,1]**(-2)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-2)*x[:,6]**(2)*x[:,7]**(2)) + 285.5865411547188*np.log(x[:,0]*x[:,1]**(2)*x[:,3]**(-1)*x[:,4]**(-1)) + 2.2715777598375696e-2*(x[:,0]**(-2)*x[:,1]**(-1)*x[:,2]*x[:,3]*x[:,4]**(2)) + 466.5949708858903*np.sin(x[:,3]**(-1)*x[:,4]*x[:,6]) + -0.11993084486159021*sqrtAbs(x[:,1]*x[:,2]**(-1)*x[:,3]*x[:,4]*x[:,6]) + -9.485714337257196*np.tanh(x[:,1]**(-1)*x[:,2]**(-1)*x[:,3]**(2)*x[:,4]**(-2)*x[:,6]**(-1)) + -0.2577250618860856*(x[:,1]**(-1)*x[:,2]*x[:,3]**(2)*x[:,4]**(-2)) + -2.456650898967795*np.tanh(x[:,0]*x[:,1]**(2)*x[:,3]**(-1)*x[:,4]**(-1)*x[:,5]**(2)*x[:,7]**(2)) + 5.835840221228562*np.exp(x[:,0]*x[:,1]**(-2)*x[:,2]**(2)*x[:,3]*x[:,4]**(-2)*x[:,6]**(2)) + -115.70945260041097*np.log(x[:,0]*x[:,1]**(2)*x[:,2]*x[:,4]**(-2)) + 428.3329122663047*np.log(x[:,0]**(2)*x[:,1]**(-2)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(-2)) + -4.114801929404499*(x[:,0]*x[:,1]*x[:,4]**(-1)) + 1.3207674984173614*np.cos(x[:,0]*x[:,2]*x[:,4]**(-2)) + 3.2850217381772895*np.cos(x[:,0]**(-2)*x[:,1]**(2)*x[:,3]**(-1)*x[:,4]) + -2.325967553514779*np.cos(x[:,0]**(-2)*x[:,2]**(2)*x[:,4]**(-2))"

"[Term Sin (fromList [(1,-1),(3,-1),(4,2),(6,1)]),Term SqrtAbs (fromList [(0,2),(1,-2),(3,-1),(5,1)]),Term Tanh (fromList [(0,-2),(1,2),(2,1),(3,2),(5,1),(6,2)]),Term SqrtAbs (fromList [(0,2),(2,1)]),Term Exp (fromList [(0,-2),(1,-1),(2,1),(3,-1)]),Term Log (fromList [(0,1),(1,2),(2,-1),(3,1),(4,-1),(5,2)]),Term Tanh (fromList [(2,-1),(4,2),(5,2),(7,-1)]),Term Log (fromList [(0,2),(1,2),(3,1),(5,1)]),Term Id (fromList [(0,-1),(1,-2),(3,2),(4,-1),(6,2)]),Term Log (fromList [(0,1),(1,-1),(2,-2),(3,1),(4,2)]),Term Tanh (fromList [(0,1),(1,-1),(3,-1),(4,2),(6,-2)]),Term Log (fromList [(0,-2),(1,-1),(2,2),(3,2),(4,2),(5,-2)]),Term Sin (fromList [(0,2),(2,-1),(4,1),(6,2)]),Term Cos (fromList [(1,-1),(2,2),(3,-1),(4,-1)]),Term Sin (fromList [(0,-2),(1,2),(3,1),(4,2)]),Term Cos (fromList [(0,-2),(1,1),(4,2)])]","[-22337.83765728309,47928.18723236881,-5807.680613958204,18.282531689799086,55.93712904076125,23824.012455769822,422.8170361649816,0.6943752778919583,-575.6620059074938,617.507205601198,66.93254135542728,13.901723893090187,134.93704978198863,-1124.2533862809755,1436.9824435591884,-7.096222886968119,4.71568445946589]","-22337.83765728309 + 47928.18723236881*np.sin(x[:,1]**(-1)*x[:,3]**(-1)*x[:,4]**(2)*x[:,6]) + -5807.680613958204*sqrtAbs(x[:,0]**(2)*x[:,1]**(-2)*x[:,3]**(-1)*x[:,5]) + 18.282531689799086*np.tanh(x[:,0]**(-2)*x[:,1]**(2)*x[:,2]*x[:,3]**(2)*x[:,5]*x[:,6]**(2)) + 55.93712904076125*sqrtAbs(x[:,0]**(2)*x[:,2]) + 23824.012455769822*np.exp(x[:,0]**(-2)*x[:,1]**(-1)*x[:,2]*x[:,3]**(-1)) + 422.8170361649816*np.log(x[:,0]*x[:,1]**(2)*x[:,2]**(-1)*x[:,3]*x[:,4]**(-1)*x[:,5]**(2)) + 0.6943752778919583*np.tanh(x[:,2]**(-1)*x[:,4]**(2)*x[:,5]**(2)*x[:,7]**(-1)) + -575.6620059074938*np.log(x[:,0]**(2)*x[:,1]**(2)*x[:,3]*x[:,5]) + 617.507205601198*(x[:,0]**(-1)*x[:,1]**(-2)*x[:,3]**(2)*x[:,4]**(-1)*x[:,6]**(2)) + 66.93254135542728*np.log(x[:,0]*x[:,1]**(-1)*x[:,2]**(-2)*x[:,3]*x[:,4]**(2)) + 13.901723893090187*np.tanh(x[:,0]*x[:,1]**(-1)*x[:,3]**(-1)*x[:,4]**(2)*x[:,6]**(-2)) + 134.93704978198863*np.log(x[:,0]**(-2)*x[:,1]**(-1)*x[:,2]**(2)*x[:,3]**(2)*x[:,4]**(2)*x[:,5]**(-2)) + -1124.2533862809755*np.sin(x[:,0]**(2)*x[:,2]**(-1)*x[:,4]*x[:,6]**(2)) + 1436.9824435591884*np.cos(x[:,1]**(-1)*x[:,2]**(2)*x[:,3]**(-1)*x[:,4]**(-1)) + -7.096222886968119*np.sin(x[:,0]**(-2)*x[:,1]**(2)*x[:,3]*x[:,4]**(2)) + 4.71568445946589*np.cos(x[:,0]**(-2)*x[:,1]*x[:,4]**(2))"

