expr,weights,python
"[Term Id (fromList [(22,1),(24,1),(25,1)]),Term SqrtAbs (fromList [(22,1),(24,1)])]","[-0.9412284806892307,9.914546037082732e-5,-4.4233090600107425e-2]","-0.9412284806892307 + 9.914546037082732e-5*(x[:,22]*x[:,24]*x[:,25]) + -4.4233090600107425e-2*sqrtAbs(x[:,22]*x[:,24])"
"[Term Tanh (fromList [(24,1),(25,1)]),Term Exp (fromList [(21,1),(22,1)])]","[-0.7521515212810254,-0.6600594221116889,4.0362573537481007e-13]","-0.7521515212810254 + -0.6600594221116889*np.tanh(x[:,24]*x[:,25]) + 4.0362573537481007e-13*np.exp(x[:,21]*x[:,22])"
"[Term Tanh (fromList [(5,1),(21,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(1,1),(4,1),(6,1),(8,1),(17,1),(21,1),(24,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(4,1),(6,1),(7,1),(8,1),(17,1)])]","[-6.853877031653565e-3,-2.1193123545023857e-3,2.2402808934538856e-6,2.71499650864679e-7]","-6.853877031653565e-3 + -2.1193123545023857e-3*np.tanh(x[:,5]*x[:,21]*x[:,25]) + 2.2402808934538856e-6*sqrtAbs(x[:,0]*x[:,1]*x[:,4]*x[:,6]*x[:,8]*x[:,17]*x[:,21]*x[:,24]*x[:,25]) + 2.71499650864679e-7*sqrtAbs(x[:,0]*x[:,4]*x[:,6]*x[:,7]*x[:,8]*x[:,17])"
"[Term Tanh (fromList [(11,1),(17,1),(24,1),(25,1)]),Term SqrtAbs (fromList [(0,1),(4,1),(6,1),(8,1),(9,1),(17,1),(19,1),(20,1)]),Term SqrtAbs (fromList [(2,1),(4,1),(6,1),(7,1),(8,1),(10,1),(21,1)])]","[-4.499386591406298e-4,-3.943032261376373e-4,3.790125555087249e-7,9.196543137992689e-5]","-4.499386591406298e-4 + -3.943032261376373e-4*np.tanh(x[:,11]*x[:,17]*x[:,24]*x[:,25]) + 3.790125555087249e-7*sqrtAbs(x[:,0]*x[:,4]*x[:,6]*x[:,8]*x[:,9]*x[:,17]*x[:,19]*x[:,20]) + 9.196543137992689e-5*sqrtAbs(x[:,2]*x[:,4]*x[:,6]*x[:,7]*x[:,8]*x[:,10]*x[:,21])"
"[Term SqrtAbs (fromList [(6,1),(8,1),(14,1),(25,1)]),Term SqrtAbs (fromList [(3,1),(6,1),(8,1),(14,1)]),Term Id (fromList [(5,1),(7,1)])]","[-0.8329764502797681,1.88577083244129e-5,2.748028947580787e-5,2.521951554274835e-4]","-0.8329764502797681 + 1.88577083244129e-5*sqrtAbs(x[:,6]*x[:,8]*x[:,14]*x[:,25]) + 2.748028947580787e-5*sqrtAbs(x[:,3]*x[:,6]*x[:,8]*x[:,14]) + 2.521951554274835e-4*(x[:,5]*x[:,7])"
"[Term SqrtAbs (fromList [(0,1),(7,1),(8,1),(14,1),(17,1),(20,1),(22,1),(24,1)]),Term SqrtAbs (fromList [(17,1),(24,1)]),Term SqrtAbs (fromList [(21,1),(24,1)]),Term SqrtAbs (fromList [(0,1),(7,1),(8,1),(17,1),(24,1)])]","[-1.650272718006898e-5,1.5219747610307512e-7,-5.301547800003483e-4,-3.0667120380310866e-5,-6.055164444854164e-7]","-1.650272718006898e-5 + 1.5219747610307512e-7*sqrtAbs(x[:,0]*x[:,7]*x[:,8]*x[:,14]*x[:,17]*x[:,20]*x[:,22]*x[:,24]) + -5.301547800003483e-4*sqrtAbs(x[:,17]*x[:,24]) + -3.0667120380310866e-5*sqrtAbs(x[:,21]*x[:,24]) + -6.055164444854164e-7*sqrtAbs(x[:,0]*x[:,7]*x[:,8]*x[:,17]*x[:,24])"
"[Term Tanh (fromList [(16,1),(25,1)]),Term Tanh (fromList [(0,1),(7,1),(8,1),(14,1),(15,1),(16,1)]),Term SqrtAbs (fromList [(0,1),(7,1),(8,1),(15,1),(24,1)]),Term SqrtAbs (fromList [(0,1),(7,1),(8,1),(15,1),(24,1),(25,1)])]","[-8.404471156735198e-3,-7.337068560234823e-3,-4.5118868110111034e-3,1.2010453837671315e-5,-1.9928431748152352e-6]","-8.404471156735198e-3 + -7.337068560234823e-3*np.tanh(x[:,16]*x[:,25]) + -4.5118868110111034e-3*np.tanh(x[:,0]*x[:,7]*x[:,8]*x[:,14]*x[:,15]*x[:,16]) + 1.2010453837671315e-5*sqrtAbs(x[:,0]*x[:,7]*x[:,8]*x[:,15]*x[:,24]) + -1.9928431748152352e-6*sqrtAbs(x[:,0]*x[:,7]*x[:,8]*x[:,15]*x[:,24]*x[:,25])"
"[Term Id (fromList [(3,2),(19,2),(25,2)]),Term Id (fromList [(2,2),(8,2),(10,2),(14,2),(24,2)]),Term Id (fromList [(3,2),(24,1)]),Term SqrtAbs (fromList [(0,1),(3,1),(6,1),(7,1),(8,2),(10,1),(14,2),(15,2),(22,1),(25,2)]),Term Exp (fromList [(25,1)])]","[-2.82130251326278e-17,-3.352927601610262e-10,1.6012033800406617e-15,-3.3283395433647554e-14,3.981870819302786e-11,-8.064032575912989e-12]","-2.82130251326278e-17 + -3.352927601610262e-10*(x[:,3]**(2)*x[:,19]**(2)*x[:,25]**(2)) + 1.6012033800406617e-15*(x[:,2]**(2)*x[:,8]**(2)*x[:,10]**(2)*x[:,14]**(2)*x[:,24]**(2)) + -3.3283395433647554e-14*(x[:,3]**(2)*x[:,24]) + 3.981870819302786e-11*sqrtAbs(x[:,0]*x[:,3]*x[:,6]*x[:,7]*x[:,8]**(2)*x[:,10]*x[:,14]**(2)*x[:,15]**(2)*x[:,22]*x[:,25]**(2)) + -8.064032575912989e-12*np.exp(x[:,25])"
"[Term Id (fromList [(0,-1),(20,1),(24,1)]),Term SqrtAbs (fromList [(1,-2),(6,-2),(7,-2),(10,1),(11,1),(15,2),(17,2),(20,2),(21,1),(24,2),(25,2)]),Term Id (fromList [(0,2),(1,-2),(3,-1),(7,2),(11,2),(15,2),(16,1),(20,2),(21,2),(24,2)]),Term Id (fromList [(1,-2),(6,-2),(7,-2),(10,1),(11,1),(15,2),(17,2),(20,2),(24,2)])]","[-7.097282118578879e-19,-1.1442181629107353e-16,-3.0123067005821336e-15,1.8441040990466618e-17,-1.4921817077992693e-10]","-7.097282118578879e-19 + -1.1442181629107353e-16*(x[:,0]**(-1)*x[:,20]*x[:,24]) + -3.0123067005821336e-15*sqrtAbs(x[:,1]**(-2)*x[:,6]**(-2)*x[:,7]**(-2)*x[:,10]*x[:,11]*x[:,15]**(2)*x[:,17]**(2)*x[:,20]**(2)*x[:,21]*x[:,24]**(2)*x[:,25]**(2)) + 1.8441040990466618e-17*(x[:,0]**(2)*x[:,1]**(-2)*x[:,3]**(-1)*x[:,7]**(2)*x[:,11]**(2)*x[:,15]**(2)*x[:,16]*x[:,20]**(2)*x[:,21]**(2)*x[:,24]**(2)) + -1.4921817077992693e-10*(x[:,1]**(-2)*x[:,6]**(-2)*x[:,7]**(-2)*x[:,10]*x[:,11]*x[:,15]**(2)*x[:,17]**(2)*x[:,20]**(2)*x[:,24]**(2))"
"[Term SqrtAbs (fromList [(0,1),(8,1),(9,1),(10,1),(15,1),(16,1),(21,1),(22,1),(24,1)]),Term Id (fromList [(0,1),(8,1),(15,1)])]","[-1.394950761539685,9.622220251890211e-5,2.855690461052164e-5]","-1.394950761539685 + 9.622220251890211e-5*sqrtAbs(x[:,0]*x[:,8]*x[:,9]*x[:,10]*x[:,15]*x[:,16]*x[:,21]*x[:,22]*x[:,24]) + 2.855690461052164e-5*(x[:,0]*x[:,8]*x[:,15])"
