0.71,710.5,269.5,220.5,3.5,5,0.4,5,15.31
0.79,637,343,147,7,3,0.25,4,45.48
0.82,612.5,318.5,147,7,4,0.4,5,33.84
0.71,710.5,269.5,220.5,3.5,4,0.25,1,15.44
0.62,808.5,367.5,220.5,3.5,5,0.25,4,15.38
0.64,784,343,220.5,3.5,3,0.25,1,21.19
0.9,563.5,318.5,122.5,7,5,0.4,2,40.66
0.9,563.5,318.5,122.5,7,5,0.25,3,32.46
0.98,514.5,294,110.25,7,3,0.1,5,25.98
0.79,637,343,147,7,5,0.4,3,38.23
0.62,808.5,367.5,220.5,3.5,2,0.25,1,15.77
0.62,808.5,367.5,220.5,3.5,5,0.25,3,14.35
0.9,563.5,318.5,122.5,7,3,0.25,5,32
0.71,710.5,269.5,220.5,3.5,2,0.25,2,14.91
0.98,514.5,294,110.25,7,3,0.4,3,33.24
0.86,588,294,147,7,3,0.1,4,31.76
0.74,686,245,220.5,3.5,5,0.1,5,13.5
0.74,686,245,220.5,3.5,5,0.1,2,13.79
0.98,514.5,294,110.25,7,4,0.4,4,33.95
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.21
0.82,612.5,318.5,147,7,3,0.4,5,29.56
0.66,759.5,318.5,220.5,3.5,3,0.4,3,17.63
0.71,710.5,269.5,220.5,3.5,2,0.1,1,13.8
0.64,784,343,220.5,3.5,4,0.25,1,21.09
0.98,514.5,294,110.25,7,5,0.25,5,30.2
0.98,514.5,294,110.25,7,4,0.25,2,30.18
0.62,808.5,367.5,220.5,3.5,4,0,0,12.08
0.69,735,294,220.5,3.5,5,0.4,5,16.74
0.69,735,294,220.5,3.5,3,0.4,4,16.88
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16
0.69,735,294,220.5,3.5,2,0.1,1,14.28
0.98,514.5,294,110.25,7,3,0.1,4,25.72
0.62,808.5,367.5,220.5,3.5,3,0.25,4,15.56
0.98,514.5,294,110.25,7,2,0.25,1,29.79
0.79,637,343,147,7,3,0,0,31.27
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.9
0.69,735,294,220.5,3.5,5,0.4,4,17.39
0.74,686,245,220.5,3.5,3,0.4,2,16.93
0.76,661.5,416.5,122.5,7,3,0.25,5,37.01
0.76,661.5,416.5,122.5,7,2,0.4,2,39.48
0.69,735,294,220.5,3.5,4,0.25,3,15.44
0.9,563.5,318.5,122.5,7,5,0.25,5,35.62
0.9,563.5,318.5,122.5,7,3,0.25,2,32.64
0.98,514.5,294,110.25,7,5,0.4,1,33.04
0.76,661.5,416.5,122.5,7,5,0.4,4,40.77
0.69,735,294,220.5,3.5,4,0,0,11.73
0.79,637,343,147,7,5,0.25,4,37.26
0.74,686,245,220.5,3.5,3,0.4,1,17.25
0.98,514.5,294,110.25,7,4,0.25,4,30.19
0.71,710.5,269.5,220.5,3.5,4,0.25,3,15.57
0.86,588,294,147,7,2,0.25,3,33.52
