3.963356173999999843e+00,2.384150185999999838e+00,3.719950268000000282e+00,4.221182273999999346e+00,1.654498086000000034e+00
1.802751871999999977e+00,4.348762463999999994e+00,1.512955183999999953e+00,2.013686663000000099e+00,2.649277298999999974e+00
1.409032068000000137e+00,4.986320221999999802e+00,1.150001102000000053e+00,2.651240768000000081e+00,3.805868991999999729e+00
2.487249841999999767e+00,3.908038943000000209e+00,2.196964604999999793e+00,1.698207515000000001e+00,1.558763271999999978e+00
4.485178036000000645e+00,2.205702325999999935e+00,2.998640856000000188e+00,4.448595283000000400e+00,2.677605242999999913e+00
4.720171451999999768e+00,1.183645306999999924e+00,4.963926027000000296e+00,3.467089983999999792e+00,3.831030161999999795e+00
3.389340347000000087e+00,1.158700593000000056e+00,1.876821295000000056e+00,3.423942774999999994e+00,2.729090056000000430e+00
3.987161997999999929e+00,2.408202928000000131e+00,3.696876791000000217e+00,4.198112221000000588e+00,1.702161088000000211e+00
1.153791908999999949e+00,2.108979451999999810e+00,3.478060918999999807e+00,3.971501747000000027e+00,1.088679182999999995e+00
2.466511355000000183e+00,2.186869906999999724e+00,4.576425425000000047e+00,1.079672063000000071e+00,3.424080791000000179e+00
3.287166312000000090e+00,1.009940775999999873e+00,1.790514391999999955e+00,3.276099794999999926e+00,2.758954122000000009e+00
2.012883319000000171e+00,3.591897729999999900e+00,2.303169163000000186e+00,1.801941033000000081e+00,1.645906768000000131e+00
4.818392042000000153e+00,1.745449385999999992e+00,1.152585745000000106e+00,4.578482603999999512e+00,4.617185381000000532e+00
2.807557378000000270e+00,4.153312124000000161e+00,4.200790131000000649e+00,1.657566091999999935e+00,2.897978861000000350e+00
4.596468695000000437e+00,4.493062491999999963e+00,2.008780551999999719e+00,4.617224568999999335e+00,2.665714192999999899e+00
1.976777113000000030e+00,2.874942907999999964e+00,1.679581151999999911e+00,2.195010938999999883e+00,1.086694352999999946e+00
4.224318121999999676e+00,4.801080921000000501e+00,1.954332450999999971e+00,3.115856096999999991e+00,1.303912100000000018e+00
4.091217205000000412e+00,2.075268211000000029e+00,1.941259003000000094e+00,1.023041340000000021e+00,2.181756339000000100e+00
2.111337623000000274e+00,4.646336837999999858e+00,1.037982943000000047e+00,4.543064711000000422e+00,4.327484443999999542e+00
2.587902464999999985e+00,2.604105909000000274e+00,4.434017283000000198e+00,2.849108526999999835e+00,1.599233166999999955e+00
2.785135130000000014e+00,3.788943351999999987e+00,2.878243423000000245e+00,3.509185223999999881e+00,1.173147586000000020e+00
1.056488627999999874e+00,2.998803360000000140e+00,3.631533661999999829e+00,2.706150409999999784e+00,2.248692192000000034e+00
2.090151615999999990e+00,2.908049311000000081e+00,4.389997339999999859e+00,3.055525978999999559e+00,1.644073124000000163e+00
1.524190694000000068e+00,2.277437514999999912e+00,1.818144205999999929e+00,2.176283468999999915e+00,8.749846209999999624e-01
3.719215523999999551e+00,1.306616599000000045e+00,4.588334793999999661e+00,2.377062803000000279e+00,3.206143513000000222e+00
2.021875713000000019e+00,1.238792099000000091e+00,1.333806070999999926e+00,3.898072248999999712e+00,2.692243593999999796e+00
1.696576426999999887e+00,3.469861560000000011e+00,2.506278850999999808e+00,2.374964929999999974e+00,1.786792116999999847e+00
2.748219176000000097e+00,4.058845293000000076e+00,3.861395531000000325e+00,2.459865556000000009e+00,1.939531545999999995e+00
4.944464712000000262e+00,1.694155220999999933e+00,2.631716296000000010e+00,1.179312146000000006e+00,3.494236746999999976e+00
3.221521316000000024e+00,2.525248586000000017e+00,3.334958808999999746e+00,2.535810226999999806e+00,1.010558827999999965e+00
1.118813959999999996e+00,2.721799316999999885e+00,4.056941808999999566e+00,4.226443878999999626e+00,1.571463339999999986e+00
2.977809936999999962e+00,3.217696061999999912e+00,2.952139221000000369e+00,4.504022993000000419e+00,1.520213379000000087e+00
1.287719966000000049e+00,4.149884682999999796e+00,2.574730739000000046e+00,1.581093051999999943e+00,2.987330121999999921e+00
4.869116900999999942e+00,2.092227156999999949e+00,3.233756926000000309e+00,1.296524005999999840e+00,3.427748924999999947e+00
1.593346363000000210e+00,3.571866556000000248e+00,2.668943378999999894e+00,1.699800085999999988e+00,2.176307494000000009e+00
4.877993316000000412e+00,2.442649067000000063e+00,2.639205586000000103e+00,4.049461038999999651e+00,2.864664118000000315e+00
3.907317861000000114e+00,1.626509296999999910e+00,2.236115222000000013e+00,2.558447306999999782e+00,2.265388111000000038e+00
3.771879611999999771e+00,2.342273980999999949e+00,2.737654751000000442e+00,3.507459348000000254e+00,1.637666475000000066e+00
2.490836568000000195e+00,1.916074204999999919e+00,2.911138191999999680e+00,4.013746121999999694e+00,1.251356933000000060e+00
1.742170989999999975e+00,4.076911088999999322e+00,2.365349702000000054e+00,2.276351594999999950e+00,2.302729326000000132e+00
1.479024841999999840e+00,1.653010770999999934e+00,4.950090161000000322e+00,4.473842326000000647e+00,5.281739269999999875e-01
3.445401711000000144e+00,2.043905131999999902e+00,1.982123073999999985e+00,3.748941378999999685e+00,2.240310260000000220e+00
3.204530626000000382e+00,2.999940813000000261e+00,4.074550480000000086e+00,2.601415449000000102e+00,1.449189075999999909e+00
2.490968055000000181e+00,4.427061974999999983e+00,3.451252003000000013e+00,2.156903766999999750e+00,2.325716461999999929e+00
1.049207518000000006e+00,3.586740978999999552e+00,1.290425437999999980e+00,1.240901213999999975e+00,2.538249265000000143e+00
3.320379523000000166e+00,3.464957556000000327e+00,4.820231093999999494e+00,4.333986973000000020e+00,5.001444829999999175e-01
3.525382978000000112e+00,1.414491691999999912e+00,1.424767745999999891e+00,2.487215801000000059e+00,2.330559985999999917e+00
3.482830201000000070e+00,2.600738948000000050e+00,3.216367616999999957e+00,2.008500261000000009e+00,1.485920979999999947e+00
3.691915591999999968e+00,3.662306406999999986e+00,1.707647423000000053e+00,1.388596971999999985e+00,3.828009570000000528e-01
1.759640976999999884e+00,1.904016760999999835e+00,1.693477055000000009e+00,4.206837424999999797e+00,2.462957403999999961e+00
