1.224412443000000073e+00,1.350049711999999902e+00,1.635654899000000162e+00,3.316467303999999672e+00,1.253994349999999924e+00,3.222444593999999718e+00,1.313182172999999953e+00,3.882273141999999844e+00,1.359003841000000046e+00,1.879521449999999871e-01
1.717603764000000144e+00,1.841235093999999961e+00,1.173792700999999994e+00,3.874083758000000266e+00,1.811556831999999950e+00,3.711759183999999934e+00,1.870777160000000050e+00,3.434009871000000214e+00,1.832524894000000071e+00,3.638971610000000245e-01
1.620989589000000120e+00,1.992537488000000190e+00,1.020270585000000008e+00,3.963107354999999998e+00,1.900633954999999986e+00,3.622926029999999908e+00,1.967384369999999993e+00,3.274758540000000107e+00,1.986047300000000071e+00,3.859567929999999647e-01
1.859309304000000163e+00,1.730781463000000020e+00,1.250778033000000011e+00,3.701364789999999960e+00,1.638876009999999939e+00,3.853432238999999981e+00,1.697815899999999933e+00,3.013001787999999959e+00,1.724350534999999907e+00,3.732818150000000168e-01
1.480120754999999955e+00,1.019209115999999860e+00,1.190496720999999924e+00,3.761646046000000077e+00,1.800158013000000112e+00,3.449809993999999769e+00,1.527749159999999939e+00,3.030103599999999897e+00,1.873197721999999787e+00,2.057492280000000062e-01
1.415155513000000198e+00,1.042128154000000029e+00,1.941737641999999875e+00,3.009166456000000434e+00,1.071432954999999909e+00,3.421006786000000410e+00,1.013445767000000108e+00,3.696052231999999993e+00,1.033966013999999989e+00,1.696398050000000046e-01
1.240397101999999974e+00,1.265289295999999952e+00,1.465769150999999937e+00,3.523203420000000197e+00,1.546091251999999860e+00,3.204172391999999814e+00,1.750246333000000210e+00,3.250232346000000216e+00,1.595834699000000079e+00,2.708056530000000350e-01
1.234268292999999961e+00,1.355816723000000223e+00,1.625737029000000167e+00,3.326386743999999673e+00,1.263913193000000046e+00,3.228396979999999861e+00,1.322855019999999993e+00,3.888040885000000113e+00,1.349330488999999966e+00,1.851463200000000031e-01
1.033930930999999998e+00,1.033999383000000050e+00,1.702190671999999960e+00,3.283444908999999967e+00,1.211235446999999965e+00,3.487842353999999645e+00,1.005415694999999943e+00,3.260620074999999840e+00,1.786660155000000083e+00,1.409110630000000031e-01
1.373818889999999904e+00,1.271368918000000070e+00,1.934407596999999868e+00,3.561708373000000094e+00,1.435351843000000072e+00,3.186422558000000294e+00,1.546594596000000044e+00,3.450736571999999835e+00,1.307328317999999934e+00,2.872237349999999800e-01
1.214846840000000094e+00,1.286667285999999910e+00,1.491069778000000179e+00,3.560460174999999783e+00,1.504979808000000085e+00,3.245334393999999900e+00,1.791425484000000123e+00,3.291097844999999911e+00,1.570348991999999777e+00,2.614328220000000091e-01
1.765735175999999962e+00,1.644174049999999943e+00,1.374251805000000104e+00,3.673588591000000125e+00,1.736107414000000126e+00,3.771576001000000122e+00,1.677138859000000037e+00,3.111944008000000039e+00,1.650694034000000032e+00,3.849671040000000044e-01
1.692531683999999981e+00,1.052938498000000056e+00,1.978718186999999906e+00,3.601722053999999673e+00,1.089805965000000043e+00,3.628485824999999831e+00,1.731663806999999888e+00,3.879283769999999798e+00,1.481793514999999894e+00,2.255178700000000092e-01
1.480258426999999877e+00,1.543038375999999934e+00,1.747271703000000009e+00,3.460401098000000175e+00,1.878040739000000015e+00,3.268151801000000134e+00,1.362183574000000119e+00,3.538419518999999624e+00,1.364524279000000062e+00,3.640141479999999818e-01
1.298250995000000074e+00,1.851578438000000215e+00,1.467990028000000224e+00,3.157961278000000149e+00,1.327760499000000038e+00,3.045966796999999726e+00,1.253371200999999990e+00,3.906895683999999758e+00,1.863096400999999958e+00,3.278916159999999969e-01
1.692921644000000114e+00,1.229258470999999853e+00,1.373326566999999887e+00,3.024479643999999912e+00,1.390155720999999955e+00,3.995090330000000023e+00,1.164698624999999987e+00,3.711826276999999674e+00,1.895679609000000099e+00,2.052584110000000017e-01
1.307997907999999931e+00,1.360834636999999958e+00,1.811477659000000129e+00,3.809103299999999415e+00,1.600934595000000016e+00,3.489416113999999958e+00,1.887268013999999994e+00,3.573906008999999884e+00,1.157704762000000054e+00,2.449650830000000001e-01
1.646415065999999872e+00,1.951014913000000073e+00,1.100358480999999999e+00,3.361998323999999982e+00,1.265417800999999898e+00,3.083050741999999733e+00,1.498164838000000110e+00,3.710905470000000150e+00,1.993839306999999783e+00,3.669364660000000167e-01
1.222024682999999889e+00,1.132779223000000002e+00,1.124865379000000054e+00,3.958027962000000066e+00,1.316115533000000060e+00,3.240138713000000337e+00,1.845795016999999927e+00,3.062183173000000203e+00,1.741358984000000110e+00,1.410057150000000037e-01
1.576638758000000085e+00,1.619225794999999968e+00,1.820493409000000007e+00,3.817429936000000357e+00,1.228785097999999909e+00,3.195855421000000085e+00,1.747243178000000174e+00,3.407460804999999926e+00,1.008540117000000125e+00,3.245792180000000027e-01
1.102849154000000054e+00,1.247040095000000015e+00,1.978040086000000031e+00,3.083996751000000369e+00,1.084539711999999989e+00,3.116098978999999769e+00,1.263375273000000076e+00,3.649942330000000013e+00,1.812816649000000169e+00,2.513643919999999921e-01
1.394417646999999816e+00,1.381372280999999980e+00,1.421868036999999863e+00,3.087043433999999920e+00,1.772836216999999825e+00,3.119023866999999672e+00,1.005643587000000005e+00,3.988057946999999714e+00,1.300312708999999955e+00,1.980432389999999820e-01
1.907266649000000092e+00,1.680154375000000089e+00,1.803792921999999965e+00,3.911722404999999902e+00,1.947626254000000001e+00,3.930315976000000155e+00,1.910919983999999960e+00,3.666629882000000062e+00,1.735455436999999934e+00,4.943761360000000216e-01
1.560494665000000003e+00,1.111548613000000074e+00,1.256277507000000071e+00,3.126351824999999973e+00,1.273342409000000064e+00,3.751977880000000098e+00,1.047806188000000027e+00,3.719649618999999685e+00,1.763382128000000160e+00,1.519667289999999948e-01
1.214901927000000104e+00,1.825551719999999989e+00,1.740864039999999946e+00,3.202005963999999594e+00,1.450244748000000028e+00,3.096389018999999632e+00,1.168093373000000046e+00,3.039493116000000050e+00,1.707216613000000160e+00,4.403338800000000108e-01
1.590504703000000131e+00,1.743935364000000154e+00,1.166382694000000164e+00,3.400279416000000055e+00,1.446711223000000102e+00,3.768568622000000090e+00,1.641283080000000005e+00,3.486202342999999981e+00,1.952915235000000083e+00,3.051784599999999847e-01
1.416274334000000135e+00,1.894287295999999898e+00,1.801782778000000196e+00,3.729978224999999981e+00,1.240497329999999954e+00,3.389874032999999898e+00,1.863448738000000215e+00,3.579028363999999574e+00,1.473807536000000029e+00,3.646834270000000044e-01
1.004513374000000070e+00,1.545045121000000021e+00,1.341686708999999977e+00,3.370565215000000059e+00,1.713959475000000010e+00,3.685450129999999991e+00,1.226166488000000054e+00,3.983497993000000292e+00,1.822689853000000193e+00,1.544750540000000005e-01
1.158413555999999955e+00,1.884443413000000067e+00,1.625094900999999981e+00,3.846199863000000274e+00,1.859446523000000129e+00,3.813252551000000157e+00,1.327437360999999871e+00,3.066240420000000189e+00,1.025098429000000033e+00,2.548283789999999938e-01
1.898141108999999993e+00,1.782473739000000057e+00,1.289183705999999985e+00,3.483554462999999934e+00,1.451742651999999856e+00,3.076112070000000198e+00,1.679703909999999967e+00,3.821491741000000442e+00,1.406169304999999925e+00,3.730486100000000027e-01
1.032013899000000068e+00,1.675235279000000022e+00,1.541272973999999962e+00,3.248095131000000357e+00,1.778768160000000043e+00,3.026879191999999996e+00,1.141828204000000069e+00,3.623607011000000266e+00,1.269654382000000137e+00,2.377754160000000172e-01
1.216375462000000018e+00,1.402383064999999984e+00,1.106515789000000138e+00,3.543197801000000258e+00,1.255851359000000000e+00,3.393512289999999876e+00,1.178732681999999921e+00,3.314940725000000032e+00,1.288909740999999887e+00,1.375564519999999957e-01
1.445264051999999966e+00,1.823430950000000106e+00,1.539338255000000100e+00,3.340274917999999982e+00,1.722614134999999935e+00,3.243582809999999927e+00,1.912806886999999900e+00,3.913537788999999822e+00,1.161005921999999968e+00,3.398233940000000008e-01
1.937655563000000081e+00,1.606478806999999787e+00,1.999687571999999802e+00,3.489031191000000032e+00,1.875989401999999862e+00,3.802514267999999920e+00,1.310795982999999998e+00,3.318051802999999911e+00,1.608612525000000071e+00,5.238895649999999460e-01
