8.049282251999999360e+00,7.751231278999999752e+00,8.390857884000000766e+00,5.969015272000000301e-11
6.107138259000000069e+00,9.382387085999999599e+00,5.528250833999999614e+00,1.249891950000000066e-10
9.483695304999999465e+00,7.052983425999999945e+00,6.187358215999999800e+00,1.154931599999999954e-10
7.622658171000000316e+00,7.018672140999999698e+00,7.067348170999999901e+00,7.047609417999999988e-11
5.260162152999999563e+00,8.713615414999999587e+00,7.148994430000000122e+00,6.006740376999999416e-11
9.384319892000000607e+00,6.276010944000000258e+00,6.867474546000000402e+00,8.535428796000000275e-11
9.215620614000000543e+00,8.274371726000000038e+00,5.297371239000000287e+00,1.802638531999999945e-10
5.176810081000000174e+00,8.668549855000000193e+00,6.546204864999999984e+00,6.874538837999999624e-11
9.532099081000000140e+00,7.633919834000000293e+00,7.606114865000000336e+00,8.267311094999999824e-11
5.015135804999999891e+00,6.639505043999999856e+00,9.235718192000000215e+00,2.631404051000000000e-11
5.198164306999999873e+00,8.232434178000000102e+00,7.903035863000000383e+00,4.675056053000000284e-11
9.002968535000000827e+00,6.971439943000000028e+00,5.314560988000000208e+00,1.468077056000000018e-10
6.539379717000000092e+00,7.217124908999999811e+00,8.235002809999999229e+00,4.658839238000000077e-11
6.807949136000000401e+00,5.368500126999999900e+00,8.093522362999999942e+00,3.494711704000000127e-11
6.999402955999999953e+00,6.958137619000000385e+00,7.627954103000000430e+00,5.402292555000000178e-11
7.614568467999999868e+00,7.554183958000000310e+00,6.990801534000000039e+00,7.960777406999999582e-11
9.131468870999999154e+00,8.017314087999999117e+00,6.660593408999999632e+00,1.099687959000000022e-10
6.371873491999999750e+00,8.309023812999999592e+00,5.643564988999999699e+00,1.084072803000000007e-10
8.415008993000000714e+00,6.248161897000000131e+00,8.278743385000000288e+00,5.080806421999999684e-11
8.759949082000000331e+00,8.794743797000000640e+00,7.450385736000000314e+00,9.552771711000000205e-11
6.504269325000000102e+00,5.164595277000000095e+00,9.575480590999999819e+00,2.604685643000000015e-11
8.928926396999999682e+00,9.989781375999999824e+00,9.105011040999999139e+00,7.281024190000000570e-11
7.936050633999999881e+00,8.043742299999999901e+00,6.184460351000000244e+00,1.069776638000000038e-10
5.038146094000000019e+00,7.804821342000000328e+00,8.786297863999999791e+00,3.440114035999999925e-11
9.687997369999999719e+00,8.360662735000000012e+00,7.771903866999999799e+00,8.971356649000000050e-11
7.062663170999999629e+00,9.185965658000000644e+00,6.648362608000000229e+00,9.932108267999999483e-11
8.412450863000000112e+00,8.757711849999999743e+00,8.675155037999999763e+00,6.057886911000000193e-11
9.690093581999999373e+00,8.643785337000000624e+00,8.318313773999999938e+00,8.405304851999999485e-11
5.495271885000000189e+00,7.700035233999999562e+00,6.545757129000000063e+00,7.036903601999999707e-11
5.227543664999999784e+00,8.793876223999999908e+00,9.534859710999999294e+00,3.490977436999999884e-11
9.787801662999999763e+00,8.687073227000000841e+00,7.594526193000000092e+00,9.811997516000000588e-11
6.997663765999999619e+00,7.407048421999999910e+00,6.048781669000000250e+00,9.582790155000000538e-11
7.213613652000000265e+00,9.518492168999999947e+00,5.299193288999999751e+00,1.583431786999999958e-10
7.007507042000000297e+00,9.672505802999999958e+00,5.898190582999999876e+00,1.303523265000000030e-10
5.809867084000000403e+00,7.427870329000000105e+00,9.825423284999999396e+00,2.888430525000000022e-11
9.548210923999999267e+00,8.860108590999999478e+00,9.709178555999999460e+00,6.039172704000000467e-11
6.572196308999999736e+00,5.960017095999999626e+00,7.384525774000000098e+00,4.476005905000000250e-11
8.591750154999999722e+00,8.453162611999999854e+00,8.644731281000000322e+00,6.945213963000000301e-11
5.587571390999999998e+00,8.928138807999999926e+00,9.239619146000000782e+00,3.856671713000000290e-11
8.447892608000000081e+00,9.276013846999999757e+00,7.717652709000000222e+00,8.599661712999999491e-11
9.165721561999999878e+00,6.236437890999999567e+00,9.157107517000000030e+00,4.654457034999999844e-11
6.416757321999999597e+00,9.753095472000000044e+00,9.468366517999999843e+00,4.764368270999999923e-11
5.532371298000000159e+00,6.279951428999999585e+00,8.604990150000000781e+00,3.226244854000000041e-11
9.308126353000000464e+00,8.953083048999999960e+00,8.957562672999999975e+00,6.973088910000000065e-11
9.581951416000000776e+00,7.653408599999999673e+00,6.575875478000000385e+00,1.142949562999999954e-10
8.501394827000000376e+00,7.976121151000000076e+00,8.540146552999999585e+00,6.189789369000000337e-11
7.119617501999999654e+00,8.271936952000000787e+00,7.602917538999999891e+00,6.547590715999999384e-11
9.056110608999999201e+00,9.379203542000000837e+00,5.504772969000000238e+00,1.886390658000000043e-10
7.464932950999999761e+00,5.950943490000000224e+00,8.659817938999999853e+00,3.755036630999999681e-11
7.527911730999999662e+00,6.939362178999999742e+00,7.205314163999999799e+00,6.720240461999999605e-11
5.085378666999999631e+00,6.791871557000000337e+00,9.944338519000000431e+00,2.204515395999999957e-11
6.599790752999999732e+00,6.902983957000000004e+00,7.614153162000000030e+00,5.228119739999999912e-11
8.913188308000000504e+00,5.088235294000000408e+00,7.777552705999999816e+00,4.965171454000000080e-11
8.988027217000000846e+00,8.925812173000000627e+00,6.148731784999999839e+00,1.433605837000000072e-10
5.805888455999999920e+00,9.837024921999999449e+00,5.022444005999999739e+00,1.468345426999999875e-10
8.736023036000000630e+00,9.870312455000000540e+00,6.806623772000000017e+00,1.203963128000000097e-10
9.071973420999999149e+00,7.416266109999999578e+00,5.682796715000000276e+00,1.379605909999999932e-10
6.538856328999999690e+00,7.414252315999999787e+00,8.917769319999999666e+00,3.907341379000000050e-11
8.556499499999999259e+00,8.653729790999999949e+00,7.292271658999999850e+00,9.502744179999999704e-11
8.040723939999999459e+00,6.018457438000000437e+00,8.070123404000000278e+00,5.062087605000000204e-11
5.278778220999999604e+00,6.896475672000000223e+00,5.246417038999999782e+00,8.624163823000000533e-11
7.892672290000000146e+00,7.666111241000000298e+00,6.554274990999999773e+00,9.259419396000000568e-11
8.018463214000000505e+00,9.548493608999999438e+00,6.063348414000000020e+00,1.334702328999999945e-10
5.100715830999999589e+00,6.575975859999999784e+00,8.218899988000000434e+00,3.289527311999999857e-11
