1.562794414999999937e+00,3.595982198999999824e+00,3.685390561000000176e+00,1.247882140000000084e-01
1.120432319999999926e+00,2.081627160000000032e+00,1.579748948000000208e+00,3.513085610000000192e-01
1.217185916000000034e+00,2.559339851999999915e+00,1.192826314000000165e+00,4.150425479999999556e-01
1.447692371999999894e+00,3.250632658000000230e+00,2.145861565999999776e+00,2.023238819999999827e-01
1.472064629000000124e+00,3.179037676999999729e+00,1.145148564000000091e+00,4.109652379999999550e-01
1.763888290999999997e+00,4.574720082999999882e+00,4.882564421999999738e+00,8.613249199999999106e-02
1.246389903000000077e+00,2.413729958000000231e+00,2.230206115000000100e+00,2.308242689999999986e-01
1.572651381999999876e+00,3.625738526000000128e+00,3.645964549999999971e+00,1.177951280000000128e-01
1.137216524000000062e+00,2.156979644000000196e+00,4.760585801999999589e+00,1.130361319999999975e-01
1.568031614999999990e+00,3.433580858999999652e+00,4.367819138999999851e+00,9.770436000000000398e-02
1.209370626999999976e+00,2.489448250000000140e+00,2.065531034999999793e+00,2.257655550000000066e-01
1.427366214999999938e+00,3.374221620000000144e+00,2.354110905999999837e+00,1.772404750000000084e-01
1.291420884999999963e+00,2.962779301000000309e+00,4.205024711000000082e+00,1.041611689999999979e-01
1.559043954000000065e+00,3.509106549999999825e+00,2.138328318000000117e+00,2.097171929999999962e-01
1.441315200999999879e+00,3.596786035000000048e+00,3.022105704999999976e+00,1.439696079999999989e-01
1.137513914999999987e+00,4.624425148000000263e+00,3.404114123999999908e+00,7.862081299999999773e-02
1.739401605999999934e+00,4.392472893999999961e+00,3.688010483000000228e+00,1.115870090000000009e-01
1.868141538000000157e+00,3.443110512000000067e+00,1.854497406999999987e+00,3.019951489999999628e-01
1.492790938000000178e+00,4.641495328000000420e+00,4.601226643000000394e+00,7.104327099999999118e-02
1.990073578000000065e+00,3.937566176000000251e+00,3.372883823999999642e+00,1.355258020000000008e-01
1.045555553000000026e+00,2.503954338000000224e+00,2.903506119999999857e+00,1.480152660000000064e-01
1.131070044000000108e+00,3.425367576000000192e+00,4.241832433999999985e+00,7.608185500000000379e-02
1.388795484999999941e+00,4.562658779999999581e+00,4.918926263000000354e+00,6.379256199999999710e-02
1.207420630000000106e+00,4.365025108999999404e+00,3.122035713000000268e+00,9.072800500000000046e-02
1.448445205000000069e+00,4.749046933999999887e+00,2.603963119999999964e+00,1.151248510000000003e-01
1.240187672000000019e+00,3.854907871000000430e+00,2.886141146000000379e+00,1.119204500000000047e-01
1.117570439000000082e+00,2.625196255999999728e+00,4.992107673000000467e+00,8.793807199999999213e-02
1.905701399000000018e+00,3.439887718000000039e+00,1.050441806000000033e+00,5.624257369999999812e-01
1.997947024000000127e+00,2.735834383000000258e+00,2.490620830000000119e+00,2.939393530000000143e-01
1.145947220000000044e+00,4.729744038999999844e+00,3.302183635000000006e+00,8.047293900000000721e-02
1.950533164000000097e+00,2.206864563999999973e+00,3.401109361999999692e+00,2.551295639999999754e-01
1.956333775999999913e+00,3.844768885000000136e+00,2.152539656999999718e+00,2.275173830000000175e-01
1.750881148000000165e+00,4.902342441000000051e+00,1.569330563000000067e+00,2.267596849999999886e-01
1.014740446000000018e+00,3.856497479999999811e+00,1.012552557000000020e+00,2.682997549999999731e-01
1.257628704999999902e+00,4.154361578000000499e+00,4.118482756999999772e+00,5.981973900000000371e-02
1.152674130000000075e+00,3.391883341000000218e+00,3.369870020000000022e+00,1.009093630000000019e-01
1.167365852999999953e+00,4.494124328999999918e+00,4.200471056000000480e+00,5.233002200000000381e-02
1.097910688000000023e+00,2.234945471000000072e+00,3.519369225000000156e+00,1.418849120000000019e-01
1.779760543000000084e+00,2.259348190999999950e+00,4.234603016000000331e+00,1.778439470000000022e-01
1.301622765000000070e+00,2.956490318999999811e+00,1.124637461999999921e+00,3.957523529999999456e-01
1.644271023000000165e+00,2.409091394000000275e+00,2.740363121000000124e+00,2.607357719999999768e-01
1.218813238000000077e+00,2.997604538999999679e+00,1.575676070000000095e+00,2.570725859999999918e-01
1.049656272999999862e+00,2.931431460000000211e+00,4.857683653000000490e+00,8.010242299999999205e-02
1.969838425999999920e+00,4.725276801999999776e+00,1.526525738000000132e+00,2.746591160000000365e-01
1.171543113000000025e+00,3.686314628999999954e+00,2.475632467000000059e+00,1.216970890000000083e-01
