2.229187315999999974e+00,1.524409024000000112e+00,1.416501950000000065e-01
1.152891080000000068e+00,2.608158550999999825e+00,2.677841599999999933e-02
1.459845421999999893e+00,2.785824036999999809e+00,4.424225900000000600e-02
1.998985261999999929e+00,2.262434390999999767e+00,1.051829419999999876e-01
1.646043876999999878e+00,1.223415434999999940e+00,1.838710539999999782e-01
2.615423027999999928e+00,1.127486932000000053e+00,1.389995790000000120e-01
1.167680081999999953e+00,1.714886383000000070e+00,1.162060969999999943e-01
2.248903238000000027e+00,1.512382899000000114e+00,1.414925870000000030e-01
1.509431331000000043e+00,2.209556469999999884e+00,9.052981100000000170e-02
2.488062794000000189e+00,1.015361772000000107e+00,1.475315809999999950e-01
1.249899812999999860e+00,1.633167035999999905e+00,1.359247540000000087e-01
1.751055044000000116e+00,2.487658616999999683e+00,8.305117500000000486e-02
2.075290326999999824e+00,2.385208369999999967e+00,9.930815499999999518e-02
2.883565928999999972e+00,1.085871162999999973e+00,1.288805090000000042e-01
1.090904432999999951e+00,1.055029849999999936e+00,2.290989710000000124e-01
1.995306344999999926e+00,2.791193428000000143e+00,7.515758300000000003e-02
2.865116531000000411e+00,1.256776297999999903e+00,1.264695909999999923e-01
2.703664733000000098e+00,2.534043045999999855e+00,9.510468800000000666e-02
2.559680339000000249e+00,2.208516966999999998e+00,1.074165309999999957e-01
2.071209053000000022e+00,1.637775205999999928e+00,1.409005299999999961e-01
2.052408815000000164e+00,2.015189659999999883e+00,1.200337030000000055e-01
2.637188794000000058e+00,2.200081405999999795e+00,1.068167349999999960e-01
1.079106793000000009e+00,2.049193408000000272e+00,6.092454099999999872e-02
1.815245834000000169e+00,2.526296359000000269e+00,8.344327299999999836e-02
1.534445396999999822e+00,2.619164559000000114e+00,6.057437799999999817e-02
2.862954631999999666e+00,2.410308212999999977e+00,9.776519800000001148e-02
2.789093631000000073e+00,1.858128326999999969e+00,1.145693930000000055e-01
1.517173295999999949e+00,1.529616968000000021e+00,1.581797909999999863e-01
1.531150744000000063e+00,2.078296120999999719e+00,1.037109509999999957e-01
1.059965067999999899e+00,1.201299920000000077e+00,1.980168180000000111e-01
2.831357308000000295e+00,2.609095699000000046e+00,9.215568999999999844e-02
1.479887140999999851e+00,2.732590551000000367e+00,4.901351400000000108e-02
2.217201993000000204e+00,1.966717728000000109e+00,1.214086809999999905e-01
2.964690813999999897e+00,1.529844489999999890e+00,1.177901739999999975e-01
1.741281199000000113e+00,1.442030726999999901e+00,1.625986259999999961e-01
1.034074250999999833e+00,2.574941361999999678e+00,1.737492100000000150e-02
2.916601556000000262e+00,1.702961146000000037e+00,1.153460290000000027e-01
2.702572200000000091e+00,2.167324044999999977e+00,1.070238780000000028e-01
2.165284857000000063e+00,1.115919662999999895e+00,1.613316949999999972e-01
1.920191290999999856e+00,1.955826163000000228e+00,1.236755689999999991e-01
1.198670804999999895e+00,2.923009586999999687e+00,1.701948600000000034e-02
2.368259634999999808e+00,1.417568300999999975e+00,1.408250849999999887e-01
1.958541714000000100e+00,2.068268822999999923e+00,1.166318360000000026e-01
