4.061955084000000049e+00,1.382319389000000065e+00,8.885727520999999740e+00,2.704687843000000385e+02
2.206112976000000003e+00,1.933965485999999956e+00,5.460106502000000361e+00,1.162632949999999994e+02
2.570138459000000264e+00,1.774743708000000142e+00,6.081929957999999914e+00,6.116753671000000026e+01
1.523415788000000104e+00,1.513046989000000009e+00,4.468809006999999944e+00,3.581102338000000174e+01
2.412137513999999872e+00,1.122616936000000010e+00,3.773280238999999980e+00,-4.145817262999999997e+01
3.253527183999999739e+00,1.198057190000000105e+00,6.633922534999999954e+00,2.286686329999999998e+02
1.468357816999999788e+00,1.345103579999999965e+00,5.509921723999999799e+00,6.616648641000000453e+01
4.023259310000000255e+00,1.388026973000000108e+00,8.843642033000000069e+00,3.820601318999999876e+02
3.389929521000000445e+00,1.385269623000000117e+00,9.687063668000000405e+00,3.689296861999999919e+02
4.105684893999999474e+00,1.811483046999999846e+00,5.578958928999999678e+00,1.235979391999999990e+02
1.366449416000000028e+00,1.323523296999999932e+00,5.221775316000000444e+00,6.744544292000000496e+01
1.976795150999999917e+00,1.611996004000000093e+00,4.156451353999999654e+00,1.201325077000000050e+02
1.040825344000000152e+00,1.962359748999999987e+00,7.808527069000000154e+00,8.640044635000000639e+00
4.387782153999999935e+00,1.824581529999999896e+00,6.248102514000000163e+00,2.240952757999999960e+02
2.256389274000000000e+00,1.071867205999999850e+00,3.901353843000000321e+00,-1.834491401000000010e+01
2.761104341000000240e+00,1.813074005000000044e+00,5.268527416999999602e+00,1.426406381000000181e+02
3.340067583999999812e+00,1.811711756000000006e+00,4.182056556000000036e+00,1.132518699000000026e+02
4.095734800999999869e+00,1.634844584999999961e+00,3.451977154999999797e+00,9.448904308000000185e+01
4.299399926999999622e+00,1.624034149999999954e+00,6.643507235000000399e+00,2.608187569000000394e+02
1.190716005000000077e+00,1.390263216999999774e+00,5.734339483999999487e+00,5.591648476000000301e+01
3.065007806000000112e+00,1.805463711999999887e+00,7.326523594000000195e+00,2.717690810999999940e+02
2.108237388000000045e+00,1.270901395999999961e+00,7.887802229000000054e+00,1.120245435000000072e+02
4.495096496000000386e+00,1.873518308000000188e+00,8.577052691000000451e+00,3.887106269999999881e+02
2.854830186999999686e+00,1.992268979999999967e+00,5.345146621999999681e+00,1.196491888000000046e+02
3.920169097000000047e+00,1.650789276000000028e+00,3.725201611000000135e+00,-1.782268980000000269e+01
3.355552313999999647e+00,1.176042555999999850e+00,7.401947953999999719e+00,2.295423908000000210e+02
