9.216340122000000079e+00,1.723427033000000108e+00,7.838106081000000280e+00,1.030229499999999909e+00,1.020956755999999999e+01
6.741298817000000554e+00,1.218588519999999953e+00,1.615592116999999917e+01,1.537031196000000044e+00,3.973888323000000167e+00
7.195615091000000518e+00,1.120006079000000154e+00,1.889213201000000097e+01,1.625841775999999905e+00,6.420783480999999959e+00
6.043156928999999344e+00,1.358310363000000187e+00,1.431073147999999939e+01,1.895350503000000186e+00,4.455835414000000050e+00
9.395927355999999619e+00,1.463765441999999917e+00,6.946760542000000704e+00,1.041278447000000051e+00,7.739719626000000297e+00
7.582597831000000177e+00,1.916121241999999780e+00,4.834027704999999564e+00,1.330922632999999911e+00,5.673288634999999580e+00
8.254373936000000356e+00,1.192780417000000037e+00,1.126672332000000054e+01,1.303899417000000005e+00,7.473394863999999416e+00
9.168276081000000133e+00,1.733284601999999897e+00,7.935132053999999435e+00,1.020370526000000000e+00,7.194987014999999708e+00
8.250667348000000345e+00,1.027743282999999952e+00,3.431773799999999763e+00,1.527072139000000162e+00,7.161424975000000082e+00
9.824679267000000493e+00,1.852031073000000028e+00,1.891677452000000059e+01,1.408034749000000030e+00,8.014951997000000716e+00
8.361036072999999291e+00,1.233643964000000093e+00,1.089982687000000006e+01,1.278425527999999867e+00,2.504785963000000226e+00
5.831657317999999535e+00,1.266696194000000109e+00,1.506502449000000077e+01,1.979631404000000039e+00,4.140484580999999942e+00
9.785916841000000588e+00,1.574006463999999994e+00,1.516638288000000045e+01,1.051890207000000022e+00,3.980760633999999687e+00
5.986423616000000614e+00,1.739895646999999990e+00,1.735867685999999921e+01,1.758963559000000121e+00,3.720890676000000230e+00
5.951818020000000153e+00,1.026296402000000052e+00,4.887263124999999597e+00,1.696597925000000062e+00,4.821565296000000167e+00
8.734682850000000442e+00,1.449547533000000055e+00,1.694588724000000113e+01,1.003208184000000003e+00,5.783247023999999570e+00
5.102914231999999828e+00,1.442729319000000121e+00,1.719713815000000068e+01,1.284110330000000078e+00,2.772133873000000026e+00
6.210820691000000338e+00,1.510326811999999963e+00,1.586590756999999918e+01,1.816731801999999840e+00,2.506156212000000050e+00
9.080990925000000047e+00,1.367684071000000001e+00,1.159961818000000022e+01,1.760682630999999887e+00,6.515610369000000013e+00
