name,time,R^2_test,R^2_train,MAE_test,MAE_train,NMSE_test,NMSE_train,RMSE_test,RMSE_train
results/aircraft0,2,0.7745640957674802,0.7421553512320207,0.5222586384255965,0.5513388135864973,0.2254359042325198,0.25784464876797925,0.6433320079387865,0.6660609779486777

results/aircraft0,2,0.9981847402591955,0.9980097123416198,4.422014636328472e-2,4.375765906257101e-2,1.8152597408045493e-3,1.9902876583801697e-3,5.772886311036688e-2,5.851845540226907e-2

results/aircraft0,1,0.9470034189096028,0.9482553173675666,0.24345035440824422,0.23670974644457987,5.299658109039717e-2,5.174468263243333e-2,0.31192310367427667,0.29837868333367445

results/aircraft0,2,0.7582736025067056,0.782526451136275,0.5440913023040224,0.5118828961278771,0.24172639749329444,0.21747354886372502,0.6661708983969283,0.6116995347629847

results/aircraft0,2,0.8833727853338594,0.8928899382232717,0.3768046500785819,0.3548882728407381,0.11662721466614054,0.10711006177672834,0.4627256441815586,0.4292893004168245

results/aircraft0,2,1.0,1.0,2.5984157137060036e-9,2.322168066726249e-9,5.1216121922108014e-18,4.246545019926665e-18,3.066386979456286e-9,2.7030420115967025e-9

results/aircraft0,1,0.9993562524187831,0.9993340232536867,2.5054409872210515e-2,2.3767812642676907e-2,6.437475812169344e-4,6.659767463133017e-4,3.437806448977016e-2,3.385045121405615e-2

results/aircraft0,1,1.0,1.0,2.481389573816273e-9,2.2544096278664937e-9,4.828044032214918e-18,4.072569837822376e-18,2.9772083470959833e-9,2.6470930002285334e-9

results/aircraft0,1,0.9735363582701565,0.9788573596568633,0.18388726355922258,0.15118734165053674,2.6463641729843505e-2,2.11426403431367e-2,0.220418692049263,0.1907280376362051

results/aircraft0,1,1.9751992008453234e-2,7.478338590870248e-2,1.0775719116980356,0.9898389354576649,0.9802480079915468,0.9252166140912975,1.3415028542139635,1.2617015621626722

results/aircraft0,1,0.9952322215010786,0.9952362737713332,7.796172567610611e-2,7.572493782141891e-2,4.767778498921435e-3,4.7637262286668695e-3,9.355815573754586e-2,9.053329493676333e-2

results/aircraft0,1,0.8230113801731238,0.8437331344646045,0.4560024508323409,0.4101757168537029,0.17698861982687622,0.1562668655353955,0.5700281302064937,0.5185234236457106

results/aircraft0,2,0.4766544109784442,0.5887519493985627,0.8171872139335767,0.7054451718108808,0.5233455890215558,0.4112480506014373,0.9802072284718052,0.8411759659501606

results/aircraft0,1,0.994848493913919,0.9954875973490844,7.705641547737517e-2,7.44140474515958e-2,5.15150608608091e-3,4.512402650915555e-3,9.725024977632549e-2,8.811276956637384e-2

results/aircraft0,2,0.9867625348517404,0.9897693034076224,0.11897830056856129,0.10180778316101435,1.3237465148259625e-2,1.0230696592377584e-2,0.15589279072319856,0.13267452210344638

results/aircraft0,1,1.0,1.0,2.60589007261558e-9,2.2563389734386873e-9,5.307989682326252e-18,4.08714317975395e-18,3.1216819397554075e-9,2.6518249684264643e-9

results/aircraft0,1,0.4598642465414948,0.59649468809937,0.8476990074733307,0.7071361902706762,0.5401357534585052,0.40350531190062994,0.995806781818623,0.833219753767395

results/aircraft0,2,1.0,1.0,2.5112443413632946e-9,2.313165108347448e-9,4.8808392040610495e-18,4.255115118296951e-18,2.993442132214144e-9,2.705768187808013e-9

results/aircraft0,2,0.9550355755062331,0.9407302527140777,0.23046116457134244,0.24503187494041168,4.496442449376689e-2,5.92697472859223e-2,0.2873148917610687,0.31933863687541036

results/aircraft0,2,0.7788999721784855,0.7929819841941749,0.5336984313594441,0.49316837398177127,0.22110002782151442,0.2070180158058251,0.6371152719185591,0.5968139972823098

results/aircraft0,0,1.0,1.0,2.4795074171635178e-9,2.240476737469521e-9,4.850525993522507e-18,4.047520619347684e-18,2.9841320354224074e-9,2.638939685722418e-9

results/aircraft0,1,0.9233614914521346,0.9191462946783809,0.304655774800382,0.3092487728460188,7.663850854786536e-2,8.08537053216191e-2,0.37510006466019985,0.37297944041894887

results/aircraft0,2,0.9902968577653393,0.9916907892578987,0.10506551635197141,9.444947260963041e-2,9.703142234660728e-3,8.30921074210137e-3,0.133468818378921,0.11956795909296913

results/aircraft0,1,0.9729925837142219,0.9783636837304573,0.18326601562950062,0.1511908397994345,2.7007416285778078e-2,2.1636316269542606e-2,0.22267175708064715,0.19294191733322175

results/aircraft0,1,0.5143622452234902,0.6085256656594702,0.8190407937720974,0.6926201195665346,0.48563775477650983,0.3914743343405298,0.944234442764851,0.8207040499287406

results/aircraft0,1,0.998660830898309,0.9986604962447632,3.978346217849136e-2,3.692141110512366e-2,1.3391691016909771e-3,1.339503755236852e-3,4.958397352560526e-2,4.800725753179452e-2

results/aircraft0,1,0.9992068820907377,0.9992370962365037,2.8842534172073064e-2,2.6538012483850827e-2,7.931179092622978e-4,7.629037634963267e-4,3.815860550627222e-2,3.623012296642045e-2

results/aircraft0,1,0.7204511209588457,0.7174997103426495,0.570237263259838,0.567754620487829,0.2795488790411544,0.28250028965735047,0.7163949147170715,0.6971791300782981

results/aircraft0,2,0.5071434759475919,0.6120141070928116,0.8241066589938707,0.690481555210774,0.4928565240524081,0.38798589290718843,0.9512263489033985,0.8170392060789117

results/aircraft0,2,0.998676475594612,0.998791223031182,3.723430823983564e-2,3.183510278401925e-2,1.3235244053879612e-3,1.2087769688180876e-3,4.929349298749752e-2,4.56045335146666e-2

results/aircraft0,1,0.9992492341140984,0.9994643783454691,2.581218567414216e-2,2.180663855288981e-2,7.507658859015741e-4,5.356216545308638e-4,3.7125805239049216e-2,3.0357359432911537e-2

results/aircraft0,1,0.9990830071683288,0.9991286853119963,3.322018129903747e-2,2.8756720788627933e-2,9.169928316712705e-4,8.71314688003716e-4,4.103047901041221e-2,3.871884975284233e-2

results/aircraft0,1,0.34457955516831584,0.38619266745096403,0.9040068782631708,0.7755771368693479,0.6554204448316842,0.613807332549036,1.096941858137529,1.0276635798107103

results/aircraft0,2,0.8301850061275866,0.8309742903376488,0.4678776770242071,0.4454648162806002,0.16981499387241342,0.1690257096623512,0.5583565738528029,0.5392762738838507

results/aircraft0,1,1.0,1.0,2.4813895560527044e-9,2.2544096278664937e-9,4.828043976995062e-18,4.072569739252606e-18,2.9772083300703498e-9,2.6470929681942945e-9

results/aircraft0,2,0.9989130458819834,0.9989090722156598,3.5680807344142175e-2,3.333780913129343e-2,1.0869541180166299e-3,1.0909277843401744e-3,4.467136497392628e-2,4.332443729724562e-2

results/aircraft0,1,0.7333880830141779,0.697780081046287,0.5817354538543442,0.601169197574777,0.26661191698582215,0.30221991895371303,0.6996219000215187,0.7211016208995138

results/aircraft0,2,0.8514827459221967,0.8535523721525656,0.42178853069336647,0.3956174237741317,0.1485172540778032,0.14644762784743434,0.5221701868855847,0.5019680785132198

results/aircraft0,1,0.43861889970198353,0.582963263006046,0.8526420784842932,0.6961383742625903,0.5613811002980164,0.41703673699395405,1.0152021071581094,0.8470754327642378

results/aircraft0,1,0.2586910817489946,0.33829038342729156,0.9376398614767425,0.8448081571415309,0.7413089182510054,0.6617096165727084,1.1666033769993858,1.0670104001502319

results/aircraft0,1,0.47856664644212477,0.592760914344479,0.8215714169792067,0.7022987817946011,0.5214333535578752,0.4072390856555211,0.9784148159731662,0.8370659116117356

results/aircraft0,2,0.9992013680817023,0.9992393462184895,2.84522235493929e-2,2.5832259514273977e-2,7.986319182976565e-4,7.606537815104699e-4,3.829102116278919e-2,3.6176657955503094e-2

results/aircraft0,1,0.9992127725968273,0.999497996021011,2.40376320891745e-2,2.259637270135662e-2,7.872274031727385e-4,5.020039789890178e-4,3.8016638970083894e-2,2.9389250399158906e-2

