expr,weights,python
"[Term Log (fromList [(3,-2),(5,-2),(7,3),(8,1),(10,-3)]),Term Cos (fromList [(4,3),(6,3),(8,-3)]),Term Exp (fromList [(7,-2),(8,-3),(10,-3)]),Term Sin (fromList [(4,3),(6,3)]),Term Tanh (fromList [(3,-3),(5,3),(7,-3),(8,-2),(9,-2),(10,-3)]),Term SqrtAbs (fromList [(5,3),(7,-1),(9,-2)]),Term Tanh (fromList [(1,1),(5,-2),(7,3),(9,-1),(10,3)]),Term Log (fromList [(10,-3)]),Term Exp (fromList [(3,-2),(8,1),(9,3),(10,-2)]),Term Tanh (fromList [(0,-1),(10,-1)]),Term Tanh (fromList [(1,1),(7,-1),(8,-3),(10,-3)]),Term Sin (fromList [(3,-2),(8,1),(10,3)]),Term Cos (fromList [(7,-1),(8,-3),(10,-3)]),Term Log (fromList [(7,3)]),Term Id (fromList [(7,2)]),Term Cos (fromList [(1,1),(10,1)])]","[2.7058502418602777e9,-0.3000923310043235,-4.5494232625365366e-2,-100439.35071369361,-3.8799422651976306e-2,0.23402178039407892,-5.436388681158975e-4,0.3995877095668463,1.4622072041408094,64.2804809301693,-62.62091259848141,-74803.46728255211,-5.747776594357295e-2,-2.705751979795658e9,-1467.0461112023831,2126.527320892922,0.18087670699283803]","2.7058502418602777e9 + -0.3000923310043235*np.log(x[:,3]**(-2)*x[:,5]**(-2)*x[:,7]**(3)*x[:,8]*x[:,10]**(-3)) + -4.5494232625365366e-2*np.cos(x[:,4]**(3)*x[:,6]**(3)*x[:,8]**(-3)) + -100439.35071369361*np.exp(x[:,7]**(-2)*x[:,8]**(-3)*x[:,10]**(-3)) + -3.8799422651976306e-2*np.sin(x[:,4]**(3)*x[:,6]**(3)) + 0.23402178039407892*np.tanh(x[:,3]**(-3)*x[:,5]**(3)*x[:,7]**(-3)*x[:,8]**(-2)*x[:,9]**(-2)*x[:,10]**(-3)) + -5.436388681158975e-4*sqrtAbs(x[:,5]**(3)*x[:,7]**(-1)*x[:,9]**(-2)) + 0.3995877095668463*np.tanh(x[:,1]*x[:,5]**(-2)*x[:,7]**(3)*x[:,9]**(-1)*x[:,10]**(3)) + 1.4622072041408094*np.log(x[:,10]**(-3)) + 64.2804809301693*np.exp(x[:,3]**(-2)*x[:,8]*x[:,9]**(3)*x[:,10]**(-2)) + -62.62091259848141*np.tanh(x[:,0]**(-1)*x[:,10]**(-1)) + -74803.46728255211*np.tanh(x[:,1]*x[:,7]**(-1)*x[:,8]**(-3)*x[:,10]**(-3)) + -5.747776594357295e-2*np.sin(x[:,3]**(-2)*x[:,8]*x[:,10]**(3)) + -2.705751979795658e9*np.cos(x[:,7]**(-1)*x[:,8]**(-3)*x[:,10]**(-3)) + -1467.0461112023831*np.log(x[:,7]**(3)) + 2126.527320892922*(x[:,7]**(2)) + 0.18087670699283803*np.cos(x[:,1]*x[:,10])"

"[Term Log (fromList [(0,-3),(1,-1),(3,1),(4,-3),(5,2),(7,-1),(8,-3),(9,-2),(10,-3)]),Term Id (fromList [(5,3),(7,1),(8,-3)]),Term SqrtAbs (fromList [(1,-3),(4,-2),(5,3),(6,-1),(7,-1),(8,-3),(9,-3)]),Term Tanh (fromList [(5,-2),(9,-3)]),Term SqrtAbs (fromList [(4,3),(7,2),(8,-3),(9,-3),(10,-3)]),Term Sin (fromList [(0,-3),(6,-1),(9,3),(10,-3)]),Term Id (fromList [(1,1),(5,2),(7,2)]),Term Exp (fromList [(7,1),(8,-3),(10,-2)]),Term SqrtAbs (fromList [(1,1),(5,2),(10,3)]),Term Id (fromList [(0,-3),(7,2),(10,-3)]),Term Tanh (fromList [(1,-1),(5,2),(7,-2),(9,-2),(10,-3)]),Term Exp (fromList [(1,-1),(7,1),(8,-3),(10,-3)]),Term Id (fromList [(3,2),(8,-3)]),Term Id (fromList [(3,-1),(7,1),(10,3)]),Term Cos (fromList [(8,-3),(10,-3)]),Term Tanh (fromList [(7,3)])]","[1.4353292842395532e9,0.11081177191152367,1.0874614020325807e-5,-5.739464264541623e-5,-0.5999781591484397,265.21404274850954,2.954747997110915e7,-5.816189194213028e-4,-10076.52800107463,7.132630963507643e-4,-145666.43513768478,0.3903166462389499,5341.442818493282,6.534778000870108e-2,-3.445863691585192e-4,-1.4353244491781785e9,-123.47524694097683]","1.4353292842395532e9 + 0.11081177191152367*np.log(x[:,0]**(-3)*x[:,1]**(-1)*x[:,3]*x[:,4]**(-3)*x[:,5]**(2)*x[:,7]**(-1)*x[:,8]**(-3)*x[:,9]**(-2)*x[:,10]**(-3)) + 1.0874614020325807e-5*(x[:,5]**(3)*x[:,7]*x[:,8]**(-3)) + -5.739464264541623e-5*sqrtAbs(x[:,1]**(-3)*x[:,4]**(-2)*x[:,5]**(3)*x[:,6]**(-1)*x[:,7]**(-1)*x[:,8]**(-3)*x[:,9]**(-3)) + -0.5999781591484397*np.tanh(x[:,5]**(-2)*x[:,9]**(-3)) + 265.21404274850954*sqrtAbs(x[:,4]**(3)*x[:,7]**(2)*x[:,8]**(-3)*x[:,9]**(-3)*x[:,10]**(-3)) + 2.954747997110915e7*np.sin(x[:,0]**(-3)*x[:,6]**(-1)*x[:,9]**(3)*x[:,10]**(-3)) + -5.816189194213028e-4*(x[:,1]*x[:,5]**(2)*x[:,7]**(2)) + -10076.52800107463*np.exp(x[:,7]*x[:,8]**(-3)*x[:,10]**(-2)) + 7.132630963507643e-4*sqrtAbs(x[:,1]*x[:,5]**(2)*x[:,10]**(3)) + -145666.43513768478*(x[:,0]**(-3)*x[:,7]**(2)*x[:,10]**(-3)) + 0.3903166462389499*np.tanh(x[:,1]**(-1)*x[:,5]**(2)*x[:,7]**(-2)*x[:,9]**(-2)*x[:,10]**(-3)) + 5341.442818493282*np.exp(x[:,1]**(-1)*x[:,7]*x[:,8]**(-3)*x[:,10]**(-3)) + 6.534778000870108e-2*(x[:,3]**(2)*x[:,8]**(-3)) + -3.445863691585192e-4*(x[:,3]**(-1)*x[:,7]*x[:,10]**(3)) + -1.4353244491781785e9*np.cos(x[:,8]**(-3)*x[:,10]**(-3)) + -123.47524694097683*np.tanh(x[:,7]**(3))"

"[Term Id (fromList [(1,-2),(2,1),(3,1),(8,-3),(10,1)]),Term SqrtAbs (fromList [(0,1),(4,-3),(8,3),(9,3)]),Term SqrtAbs (fromList [(0,-3),(3,1),(4,-2),(7,3),(8,-3),(9,-2),(10,1)]),Term SqrtAbs (fromList [(1,-1),(4,-3),(7,-3),(10,-3)]),Term Sin (fromList [(3,1),(4,1),(5,3),(6,-2),(9,1),(10,1)]),Term Id (fromList [(1,2),(3,-2),(7,-3),(8,-1),(10,2)]),Term Id (fromList [(4,-3),(7,3),(9,3)]),Term Tanh (fromList [(0,-3),(1,-3),(3,2),(6,-1),(7,3),(8,-3),(9,-2),(10,-3)]),Term SqrtAbs (fromList [(5,3),(8,-1),(9,-1),(10,-1)]),Term SqrtAbs (fromList [(1,-1),(7,-3),(10,-2)]),Term SqrtAbs (fromList [(0,-3),(1,-2),(3,1),(7,3),(8,-3),(9,1),(10,-3)]),Term Log (fromList [(3,1),(4,-3),(5,3),(8,3),(9,-3),(10,-3)]),Term Log (fromList [(4,1),(10,3)]),Term SqrtAbs (fromList [(7,-3)]),Term Tanh (fromList [(1,-2),(3,1),(8,-3),(10,-3)]),Term Log (fromList [(7,3)])]","[-3413.6389430739073,-7.671217591697474e-3,1.4584038690427016e-3,6.863969347122173e-2,-6.62074924889236e-2,-5.250254286202816e-2,-5.436426300283244e-2,-5.656757917440789e-5,-2047.727388781121,-5.281048506539016e-3,7.009884151014742,-178.54710552096194,0.18820240878267255,0.8439488013692925,3410.208765304436,103.13915702865464,1670.1455628177061]","-3413.6389430739073 + -7.671217591697474e-3*(x[:,1]**(-2)*x[:,2]*x[:,3]*x[:,8]**(-3)*x[:,10]) + 1.4584038690427016e-3*sqrtAbs(x[:,0]*x[:,4]**(-3)*x[:,8]**(3)*x[:,9]**(3)) + 6.863969347122173e-2*sqrtAbs(x[:,0]**(-3)*x[:,3]*x[:,4]**(-2)*x[:,7]**(3)*x[:,8]**(-3)*x[:,9]**(-2)*x[:,10]) + -6.62074924889236e-2*sqrtAbs(x[:,1]**(-1)*x[:,4]**(-3)*x[:,7]**(-3)*x[:,10]**(-3)) + -5.250254286202816e-2*np.sin(x[:,3]*x[:,4]*x[:,5]**(3)*x[:,6]**(-2)*x[:,9]*x[:,10]) + -5.436426300283244e-2*(x[:,1]**(2)*x[:,3]**(-2)*x[:,7]**(-3)*x[:,8]**(-1)*x[:,10]**(2)) + -5.656757917440789e-5*(x[:,4]**(-3)*x[:,7]**(3)*x[:,9]**(3)) + -2047.727388781121*np.tanh(x[:,0]**(-3)*x[:,1]**(-3)*x[:,3]**(2)*x[:,6]**(-1)*x[:,7]**(3)*x[:,8]**(-3)*x[:,9]**(-2)*x[:,10]**(-3)) + -5.281048506539016e-3*sqrtAbs(x[:,5]**(3)*x[:,8]**(-1)*x[:,9]**(-1)*x[:,10]**(-1)) + 7.009884151014742*sqrtAbs(x[:,1]**(-1)*x[:,7]**(-3)*x[:,10]**(-2)) + -178.54710552096194*sqrtAbs(x[:,0]**(-3)*x[:,1]**(-2)*x[:,3]*x[:,7]**(3)*x[:,8]**(-3)*x[:,9]*x[:,10]**(-3)) + 0.18820240878267255*np.log(x[:,3]*x[:,4]**(-3)*x[:,5]**(3)*x[:,8]**(3)*x[:,9]**(-3)*x[:,10]**(-3)) + 0.8439488013692925*np.log(x[:,4]*x[:,10]**(3)) + 3410.208765304436*sqrtAbs(x[:,7]**(-3)) + 103.13915702865464*np.tanh(x[:,1]**(-2)*x[:,3]*x[:,8]**(-3)*x[:,10]**(-3)) + 1670.1455628177061*np.log(x[:,7]**(3))"

"[Term SqrtAbs (fromList [(3,-1),(4,-1),(5,3),(6,3),(8,-3),(9,-3),(10,-3)]),Term Log (fromList [(0,-3),(1,1),(3,-1),(7,-2),(9,-2),(10,3)]),Term SqrtAbs (fromList [(1,-1),(8,3),(10,3)]),Term SqrtAbs (fromList [(3,1),(7,1),(8,-2),(9,-2),(10,3)]),Term Sin (fromList [(0,-3),(1,-1),(8,-3),(9,-1),(10,-2)]),Term Id (fromList [(5,-2),(7,3),(8,-3)]),Term Id (fromList [(7,3),(8,-2),(10,-3)]),Term SqrtAbs (fromList [(10,-2)]),Term Log (fromList [(8,-2),(9,-1),(10,-2)]),Term Log (fromList [(1,-3),(7,3),(10,-1)]),Term Sin (fromList [(7,1)]),Term SqrtAbs (fromList [(8,-2),(10,-2)]),Term SqrtAbs (fromList [(7,3)]),Term Tanh (fromList [(1,-3),(8,-1),(10,-1)]),Term SqrtAbs (fromList [(5,-2),(10,3)]),Term SqrtAbs (fromList [(10,3)])]","[4061.9399189796954,-3.5389883984625016e-6,-0.13379168523521517,-8.397598314553712e-3,1.1130448861336743e-2,-19160.12045033257,358.484341804204,88008.06679337326,-161.46107552175704,-0.3633713169750601,0.9477816120560996,-8131.602991691525,-741.8371435657956,2821.7104396597033,-1.0346052000035568,-0.22844846448228462,-0.1817354327904259]","4061.9399189796954 + -3.5389883984625016e-6*sqrtAbs(x[:,3]**(-1)*x[:,4]**(-1)*x[:,5]**(3)*x[:,6]**(3)*x[:,8]**(-3)*x[:,9]**(-3)*x[:,10]**(-3)) + -0.13379168523521517*np.log(x[:,0]**(-3)*x[:,1]*x[:,3]**(-1)*x[:,7]**(-2)*x[:,9]**(-2)*x[:,10]**(3)) + -8.397598314553712e-3*sqrtAbs(x[:,1]**(-1)*x[:,8]**(3)*x[:,10]**(3)) + 1.1130448861336743e-2*sqrtAbs(x[:,3]*x[:,7]*x[:,8]**(-2)*x[:,9]**(-2)*x[:,10]**(3)) + -19160.12045033257*np.sin(x[:,0]**(-3)*x[:,1]**(-1)*x[:,8]**(-3)*x[:,9]**(-1)*x[:,10]**(-2)) + 358.484341804204*(x[:,5]**(-2)*x[:,7]**(3)*x[:,8]**(-3)) + 88008.06679337326*(x[:,7]**(3)*x[:,8]**(-2)*x[:,10]**(-3)) + -161.46107552175704*sqrtAbs(x[:,10]**(-2)) + -0.3633713169750601*np.log(x[:,8]**(-2)*x[:,9]**(-1)*x[:,10]**(-2)) + 0.9477816120560996*np.log(x[:,1]**(-3)*x[:,7]**(3)*x[:,10]**(-1)) + -8131.602991691525*np.sin(x[:,7]) + -741.8371435657956*sqrtAbs(x[:,8]**(-2)*x[:,10]**(-2)) + 2821.7104396597033*sqrtAbs(x[:,7]**(3)) + -1.0346052000035568*np.tanh(x[:,1]**(-3)*x[:,8]**(-1)*x[:,10]**(-1)) + -0.22844846448228462*sqrtAbs(x[:,5]**(-2)*x[:,10]**(3)) + -0.1817354327904259*sqrtAbs(x[:,10]**(3))"

"[Term Tanh (fromList [(0,-2),(7,1),(8,2)]),Term Log (fromList [(8,3)]),Term Exp (fromList [(1,1),(7,-2),(10,-1)]),Term Log (fromList [(1,-2),(3,-2),(10,3)]),Term SqrtAbs (fromList [(0,-1),(3,-2),(8,3),(9,3),(10,-3)]),Term Tanh (fromList [(2,-2),(8,-3)]),Term Id (fromList [(5,3),(7,-1),(9,-3)]),Term Tanh (fromList [(7,1)]),Term Cos (fromList [(8,-1),(10,-2)]),Term Id (fromList [(5,-1),(7,-1),(8,2),(10,3)]),Term Tanh (fromList [(2,2),(9,1),(10,-1)]),Term Cos (fromList [(7,-1),(10,1)]),Term Tanh (fromList [(7,-1)]),Term Sin (fromList [(8,2),(10,-3)]),Term Tanh (fromList [(1,-2),(10,-1)]),Term Tanh (fromList [(1,1),(10,-1)])]","[367770.4270484021,-2.0182048891547097,3.004081556882685,1044.6277000272305,-0.2992638007855156,25.384063290193723,-0.3611316416453741,-3.1960833045122643e-8,-31605.079682094565,-320744.3056832744,-3.6677677250519e-4,-13.497086978758006,0.1827751395803756,-31511.176602944248,-169.1713641384136,-1.8378225526402838,-1168.400511435257]","367770.4270484021 + -2.0182048891547097*np.tanh(x[:,0]**(-2)*x[:,7]*x[:,8]**(2)) + 3.004081556882685*np.log(x[:,8]**(3)) + 1044.6277000272305*np.exp(x[:,1]*x[:,7]**(-2)*x[:,10]**(-1)) + -0.2992638007855156*np.log(x[:,1]**(-2)*x[:,3]**(-2)*x[:,10]**(3)) + 25.384063290193723*sqrtAbs(x[:,0]**(-1)*x[:,3]**(-2)*x[:,8]**(3)*x[:,9]**(3)*x[:,10]**(-3)) + -0.3611316416453741*np.tanh(x[:,2]**(-2)*x[:,8]**(-3)) + -3.1960833045122643e-8*(x[:,5]**(3)*x[:,7]**(-1)*x[:,9]**(-3)) + -31605.079682094565*np.tanh(x[:,7]) + -320744.3056832744*np.cos(x[:,8]**(-1)*x[:,10]**(-2)) + -3.6677677250519e-4*(x[:,5]**(-1)*x[:,7]**(-1)*x[:,8]**(2)*x[:,10]**(3)) + -13.497086978758006*np.tanh(x[:,2]**(2)*x[:,9]*x[:,10]**(-1)) + 0.1827751395803756*np.cos(x[:,7]**(-1)*x[:,10]) + -31511.176602944248*np.tanh(x[:,7]**(-1)) + -169.1713641384136*np.sin(x[:,8]**(2)*x[:,10]**(-3)) + -1.8378225526402838*np.tanh(x[:,1]**(-2)*x[:,10]**(-1)) + -1168.400511435257*np.tanh(x[:,1]*x[:,10]**(-1))"

"[Term Exp (fromList [(0,-3),(1,-2),(7,-2),(10,-3)]),Term Exp (fromList [(7,-2),(10,1)]),Term Cos (fromList [(2,2),(7,2),(8,-3),(9,-1),(10,3)]),Term Exp (fromList [(1,-1),(2,2),(3,1),(7,-3),(8,-3),(10,-3)]),Term SqrtAbs (fromList [(0,-2),(1,-1),(3,-2),(7,-2),(9,3),(10,-3)]),Term SqrtAbs (fromList [(7,-2),(10,-2)]),Term Tanh (fromList [(1,-1),(2,3),(8,-3),(10,3)]),Term Exp (fromList [(1,-1),(7,-3),(8,-3),(10,-3)]),Term Id (fromList [(7,-2)]),Term Id (fromList [(7,3),(8,-3),(10,-2)]),Term Id (fromList [(5,2)]),Term Tanh (fromList [(1,-1),(8,-3),(10,-3)]),Term Log (fromList [(0,-2),(3,-2)]),Term Sin (fromList [(8,-3),(10,-3)]),Term Tanh (fromList [(5,-2),(8,-1),(10,2)]),Term Log (fromList [(7,3)])]","[208707.76523911208,-1971.1773679716812,-6.213522780814696e-7,7.008148550076491e-2,-429.59917570867754,178.59516343080725,-49.622871978180314,0.3636449351430846,-208756.10884733297,2457.0831316027734,-20641.00998879224,-3.1817631199894785e-5,218082.26039764413,-0.29590186443558547,156694.2092065002,-1.2692198953530067,1579.946499127407]","208707.76523911208 + -1971.1773679716812*np.exp(x[:,0]**(-3)*x[:,1]**(-2)*x[:,7]**(-2)*x[:,10]**(-3)) + -6.213522780814696e-7*np.exp(x[:,7]**(-2)*x[:,10]) + 7.008148550076491e-2*np.cos(x[:,2]**(2)*x[:,7]**(2)*x[:,8]**(-3)*x[:,9]**(-1)*x[:,10]**(3)) + -429.59917570867754*np.exp(x[:,1]**(-1)*x[:,2]**(2)*x[:,3]*x[:,7]**(-3)*x[:,8]**(-3)*x[:,10]**(-3)) + 178.59516343080725*sqrtAbs(x[:,0]**(-2)*x[:,1]**(-1)*x[:,3]**(-2)*x[:,7]**(-2)*x[:,9]**(3)*x[:,10]**(-3)) + -49.622871978180314*sqrtAbs(x[:,7]**(-2)*x[:,10]**(-2)) + 0.3636449351430846*np.tanh(x[:,1]**(-1)*x[:,2]**(3)*x[:,8]**(-3)*x[:,10]**(3)) + -208756.10884733297*np.exp(x[:,1]**(-1)*x[:,7]**(-3)*x[:,8]**(-3)*x[:,10]**(-3)) + 2457.0831316027734*(x[:,7]**(-2)) + -20641.00998879224*(x[:,7]**(3)*x[:,8]**(-3)*x[:,10]**(-2)) + -3.1817631199894785e-5*(x[:,5]**(2)) + 218082.26039764413*np.tanh(x[:,1]**(-1)*x[:,8]**(-3)*x[:,10]**(-3)) + -0.29590186443558547*np.log(x[:,0]**(-2)*x[:,3]**(-2)) + 156694.2092065002*np.sin(x[:,8]**(-3)*x[:,10]**(-3)) + -1.2692198953530067*np.tanh(x[:,5]**(-2)*x[:,8]**(-1)*x[:,10]**(2)) + 1579.946499127407*np.log(x[:,7]**(3))"

"[Term Log (fromList [(3,2),(4,-3),(5,3),(8,2),(9,-2),(10,-3)]),Term SqrtAbs (fromList [(4,-1),(5,2),(7,3),(8,2),(9,-2),(10,-3)]),Term SqrtAbs (fromList [(1,2),(3,2),(4,-1),(5,1),(9,-3),(10,2)]),Term Id (fromList [(0,2),(1,-1),(3,2),(8,-3),(10,-2)]),Term Exp (fromList [(1,2),(9,-1)]),Term Tanh (fromList [(0,-1),(9,-1)]),Term SqrtAbs (fromList [(4,-1),(5,-1),(9,-2),(10,-1)]),Term Log (fromList [(7,-3),(10,2)]),Term Id (fromList [(0,2),(1,-1),(3,2),(8,-3),(10,-3)]),Term Tanh (fromList [(1,-1),(8,-3),(10,-3)]),Term Sin (fromList [(4,-1),(10,-1)]),Term Cos (fromList [(3,3),(7,-3),(8,-2),(10,-3)]),Term SqrtAbs (fromList [(7,-3)]),Term Sin (fromList [(8,-3)]),Term SqrtAbs (fromList [(9,-3)]),Term Tanh (fromList [(7,3)])]","[43567.54301716666,0.11693647939308141,-1.4837040460856512e-2,9.742671536020565e-5,-0.172706320771516,-0.19558313948081021,-2.3199863644239547,-0.6414798642085168,1.1880837431559492,1.886840291468664,4010.7509357777512,-0.12817342594504066,1.1467322134909055,-22793.976259678493,-50.37290900503011,0.18276804797204005,-27279.102691892214]","43567.54301716666 + 0.11693647939308141*np.log(x[:,3]**(2)*x[:,4]**(-3)*x[:,5]**(3)*x[:,8]**(2)*x[:,9]**(-2)*x[:,10]**(-3)) + -1.4837040460856512e-2*sqrtAbs(x[:,4]**(-1)*x[:,5]**(2)*x[:,7]**(3)*x[:,8]**(2)*x[:,9]**(-2)*x[:,10]**(-3)) + 9.742671536020565e-5*sqrtAbs(x[:,1]**(2)*x[:,3]**(2)*x[:,4]**(-1)*x[:,5]*x[:,9]**(-3)*x[:,10]**(2)) + -0.172706320771516*(x[:,0]**(2)*x[:,1]**(-1)*x[:,3]**(2)*x[:,8]**(-3)*x[:,10]**(-2)) + -0.19558313948081021*np.exp(x[:,1]**(2)*x[:,9]**(-1)) + -2.3199863644239547*np.tanh(x[:,0]**(-1)*x[:,9]**(-1)) + -0.6414798642085168*sqrtAbs(x[:,4]**(-1)*x[:,5]**(-1)*x[:,9]**(-2)*x[:,10]**(-1)) + 1.1880837431559492*np.log(x[:,7]**(-3)*x[:,10]**(2)) + 1.886840291468664*(x[:,0]**(2)*x[:,1]**(-1)*x[:,3]**(2)*x[:,8]**(-3)*x[:,10]**(-3)) + 4010.7509357777512*np.tanh(x[:,1]**(-1)*x[:,8]**(-3)*x[:,10]**(-3)) + -0.12817342594504066*np.sin(x[:,4]**(-1)*x[:,10]**(-1)) + 1.1467322134909055*np.cos(x[:,3]**(3)*x[:,7]**(-3)*x[:,8]**(-2)*x[:,10]**(-3)) + -22793.976259678493*sqrtAbs(x[:,7]**(-3)) + -50.37290900503011*np.sin(x[:,8]**(-3)) + 0.18276804797204005*sqrtAbs(x[:,9]**(-3)) + -27279.102691892214*np.tanh(x[:,7]**(3))"

"[Term Sin (fromList [(10,2)]),Term Sin (fromList [(1,-1),(8,-2),(10,-3)]),Term SqrtAbs (fromList [(0,-1),(10,3)]),Term SqrtAbs (fromList [(7,3),(8,3),(10,-2)]),Term Cos (fromList [(8,2),(10,-3)]),Term Id (fromList [(1,3),(7,-2),(10,3)]),Term SqrtAbs (fromList [(3,1),(7,-1),(8,-3),(10,3)]),Term Id (fromList [(0,-1),(5,1),(7,3),(8,1),(9,-1),(10,-1)]),Term Exp (fromList [(10,-3)]),Term Id (fromList [(3,3),(4,1),(7,-1),(8,-3),(9,1),(10,1)]),Term Id (fromList [(3,-1),(7,3),(9,3)]),Term Tanh (fromList [(0,-1),(5,-1),(9,-1),(10,1)]),Term Log (fromList [(1,2),(5,1),(9,-1),(10,-2)]),Term SqrtAbs (fromList [(7,3)]),Term Tanh (fromList [(7,-1)]),Term Cos (fromList [(10,-2)])]","[175657.32502423468,5.195426451220819e-2,2468.999754397126,-0.12418238937216057,14.977370188970937,25834.766161458036,-1.048215101880852e-3,9.16158659664202e-2,-8.984542237683005e-2,-19668.929027493054,-6.558681868878267e-3,0.9877227107770075,-1.516573535983187,0.24771142092482706,24227.473824078752,86634.49376741885,-272026.55924196064]","175657.32502423468 + 5.195426451220819e-2*np.sin(x[:,10]**(2)) + 2468.999754397126*np.sin(x[:,1]**(-1)*x[:,8]**(-2)*x[:,10]**(-3)) + -0.12418238937216057*sqrtAbs(x[:,0]**(-1)*x[:,10]**(3)) + 14.977370188970937*sqrtAbs(x[:,7]**(3)*x[:,8]**(3)*x[:,10]**(-2)) + 25834.766161458036*np.cos(x[:,8]**(2)*x[:,10]**(-3)) + -1.048215101880852e-3*(x[:,1]**(3)*x[:,7]**(-2)*x[:,10]**(3)) + 9.16158659664202e-2*sqrtAbs(x[:,3]*x[:,7]**(-1)*x[:,8]**(-3)*x[:,10]**(3)) + -8.984542237683005e-2*(x[:,0]**(-1)*x[:,5]*x[:,7]**(3)*x[:,8]*x[:,9]**(-1)*x[:,10]**(-1)) + -19668.929027493054*np.exp(x[:,10]**(-3)) + -6.558681868878267e-3*(x[:,3]**(3)*x[:,4]*x[:,7]**(-1)*x[:,8]**(-3)*x[:,9]*x[:,10]) + 0.9877227107770075*(x[:,3]**(-1)*x[:,7]**(3)*x[:,9]**(3)) + -1.516573535983187*np.tanh(x[:,0]**(-1)*x[:,5]**(-1)*x[:,9]**(-1)*x[:,10]) + 0.24771142092482706*np.log(x[:,1]**(2)*x[:,5]*x[:,9]**(-1)*x[:,10]**(-2)) + 24227.473824078752*sqrtAbs(x[:,7]**(3)) + 86634.49376741885*np.tanh(x[:,7]**(-1)) + -272026.55924196064*np.cos(x[:,10]**(-2))"

"[Term Exp (fromList [(1,3),(7,1),(8,-1),(10,-3)]),Term Tanh (fromList [(3,-3),(5,1),(7,1),(8,-1),(10,2)]),Term Cos (fromList [(7,1),(8,-1),(10,-2)]),Term Sin (fromList [(7,1),(8,-1),(10,1)]),Term SqrtAbs (fromList [(3,1),(4,-1),(7,1),(9,-1),(10,1)]),Term SqrtAbs (fromList [(0,-2),(7,1),(9,-1),(10,-2)]),Term Id (fromList [(5,1),(7,1),(8,1),(10,-1)]),Term Log (fromList [(3,-3),(5,1),(7,3),(8,-1)]),Term Id (fromList [(7,1),(10,1)]),Term SqrtAbs (fromList [(1,3),(7,1),(8,-1),(10,-3)]),Term Sin (fromList [(1,3),(3,-3),(7,3),(8,-1),(10,3)]),Term Log (fromList [(3,-3),(7,-1),(8,-1),(10,-3)]),Term Sin (fromList [(7,1)]),Term Log (fromList [(3,-3),(8,-1),(10,-2)]),Term Log (fromList [(3,-3),(5,1),(7,-1),(8,-1),(10,2)]),Term Tanh (fromList [(1,3),(10,1)])]","[412521.6697866366,25497.26725687206,-0.422765543433325,-411976.6740175876,2.1382094491291963,7.202755663867947e-3,-48.61921552720652,-5.060306810645594e-2,2765.4350126353247,-1.90721329767752,-649.1522510190107,7.488612689452981e-2,-5557.977171940038,-31005.635622112466,5557.178454962091,-2764.705665175687,2.1595811234295876]","412521.6697866366 + 25497.26725687206*np.exp(x[:,1]**(3)*x[:,7]*x[:,8]**(-1)*x[:,10]**(-3)) + -0.422765543433325*np.tanh(x[:,3]**(-3)*x[:,5]*x[:,7]*x[:,8]**(-1)*x[:,10]**(2)) + -411976.6740175876*np.cos(x[:,7]*x[:,8]**(-1)*x[:,10]**(-2)) + 2.1382094491291963*np.sin(x[:,7]*x[:,8]**(-1)*x[:,10]) + 7.202755663867947e-3*sqrtAbs(x[:,3]*x[:,4]**(-1)*x[:,7]*x[:,9]**(-1)*x[:,10]) + -48.61921552720652*sqrtAbs(x[:,0]**(-2)*x[:,7]*x[:,9]**(-1)*x[:,10]**(-2)) + -5.060306810645594e-2*(x[:,5]*x[:,7]*x[:,8]*x[:,10]**(-1)) + 2765.4350126353247*np.log(x[:,3]**(-3)*x[:,5]*x[:,7]**(3)*x[:,8]**(-1)) + -1.90721329767752*(x[:,7]*x[:,10]) + -649.1522510190107*sqrtAbs(x[:,1]**(3)*x[:,7]*x[:,8]**(-1)*x[:,10]**(-3)) + 7.488612689452981e-2*np.sin(x[:,1]**(3)*x[:,3]**(-3)*x[:,7]**(3)*x[:,8]**(-1)*x[:,10]**(3)) + -5557.977171940038*np.log(x[:,3]**(-3)*x[:,7]**(-1)*x[:,8]**(-1)*x[:,10]**(-3)) + -31005.635622112466*np.sin(x[:,7]) + 5557.178454962091*np.log(x[:,3]**(-3)*x[:,8]**(-1)*x[:,10]**(-2)) + -2764.705665175687*np.log(x[:,3]**(-3)*x[:,5]*x[:,7]**(-1)*x[:,8]**(-1)*x[:,10]**(2)) + 2.1595811234295876*np.tanh(x[:,1]**(3)*x[:,10])"

