name,time,R^2_test,R^2_train,MAE_test,MAE_train,NMSE_test,NMSE_train,RMSE_test,RMSE_train
results/yacht,4,0.9976486583458977,0.9986384607333055,0.5139822815367275,0.38619491755443247,2.3513416541023607e-3,1.3615392666944354e-3,0.6855026264245827,0.566949002219916

results/yacht,5,0.9972861090735204,0.9982549350978122,0.6096260506672444,0.4722259803886384,2.713890926479547e-3,1.7450649021878081e-3,0.7364570922050845,0.6418517088225973

results/yacht,4,0.9969001999280327,0.9981897408497326,0.6816258506340127,0.4916831024027214,3.099800071967303e-3,1.8102591502674294e-3,0.7870785853097906,0.6537313098011819

results/yacht,3,0.9972918933379475,0.9986206834311626,0.4772144936102502,0.40040177172542046,2.708106662052475e-3,1.3793165688373876e-3,0.7356718478976101,0.5706382595863181

results/yacht,4,0.9981087046904646,0.9986978514779241,0.4795278607365341,0.39633147854771894,1.8912953095353339e-3,1.3021485220758478e-3,0.6147958497648206,0.5544458932809149

results/yacht,4,0.9962769798725012,0.9979842569391125,0.6555319132060069,0.5065395096515982,3.7230201274987725e-3,2.0157430608874747e-3,0.8625791303406294,0.689837019339598

results/yacht,6,0.9960028566014473,0.9988786719001747,0.5782546643708661,0.37995500356878853,3.997143398552694e-3,1.1213280998253758e-3,0.9893075719935747,0.5022222960430563

results/yacht,5,0.9977232311540104,0.9986400152196476,0.49423535279471686,0.4100118851508822,2.276768845989579e-3,1.3599847803523238e-3,0.7466480560089177,0.553091087836154

results/yacht,6,0.9961623494077525,0.9979781712736175,0.5508060869952415,0.5060714038491205,3.837650592247475e-3,2.0218287263824913e-3,0.9693691272096895,0.6743755525414762

results/yacht,5,0.9959786547207131,0.9984582109277108,0.7008517286071911,0.43647485931853036,4.021345279286885e-3,1.5417890722892106e-3,0.9922980789817877,0.5889007644601019

results/yacht,6,0.9977348980546665,0.9985155989602482,0.5524870119678863,0.43062647089121914,2.2651019453335166e-3,1.484401039751813e-3,0.74473256577844,0.5778368860041808

results/yacht,7,0.9966167817051349,0.9986674951701231,0.5642171410478762,0.3834694763676672,3.3832182948651452e-3,1.3325048298768747e-3,0.9101678251387704,0.5474746724384085

results/yacht,5,0.9940957516585794,0.9984539008476775,0.7058133551640153,0.46500818152777146,5.904248341420543e-3,1.54609915232252e-3,1.149987507572412,0.5968182914813628

results/yacht,5,0.9984254768538802,0.998895575941808,0.45727410069647045,0.3973118833925718,1.5745231461198135e-3,1.104424058192021e-3,0.5938617300190921,0.5044189378302211

results/yacht,6,0.9976353061403457,0.9983671379747264,0.512021433329802,0.4579713238059504,2.3646938596543488e-3,1.6328620252735876e-3,0.7277769159864893,0.6133356356361611

results/yacht,6,0.9956509594014822,0.9989056533383371,0.5719058261272043,0.36499749323303454,4.3490405985177946e-3,1.0943466616628382e-3,0.9869781662306204,0.5021123607528318

results/yacht,6,0.9972713863918254,0.9986538940017339,0.5341717009784093,0.4099319702992841,2.7286136081745315e-3,1.3461059982661113e-3,0.7817751018750349,0.5568818759876356

results/yacht,6,0.9974380966608407,0.9988296150960737,0.46011744347596045,0.38850917804860974,2.5619033391592453e-3,1.1703849039262507e-3,0.757516652420539,0.5192635161034477

results/yacht,6,0.9965385596400382,0.997807368193737,0.5910181772906851,0.5064280814123772,3.461440359961804e-3,2.1926318062629284e-3,0.9423984554144548,0.6967739614084929

results/yacht,6,0.9780738859210797,0.9984946024242088,0.7124736372711393,0.4399959539820397,2.1926114078920284e-2,1.5053975757911427e-3,2.3718486549412345,0.5773440095014704

results/yacht,6,0.9966051252865019,0.9979300206999463,0.6340411005920317,0.47857319199076653,3.3948747134981317e-3,2.069979300053735e-3,0.9332930134837699,0.6770052850673204

results/yacht,9,0.9982289351814639,0.9983145972451175,0.5319353470405095,0.4574313820262972,1.771064818536011e-3,1.6854027548824457e-3,0.6740985098137271,0.6108870341846722

results/yacht,4,0.9974003225390398,0.9983458049296731,0.561103933120584,0.44955642876465446,2.5996774609601944e-3,1.654195070326961e-3,0.8167062394012091,0.6052048767380928

results/yacht,7,0.9986911751307659,0.9990509484341745,0.443119197719162,0.34659990575665894,1.3088248692341696e-3,9.490515658255143e-4,0.5794912841067417,0.45840987314190873

results/yacht,4,0.9975424711908271,0.998201171365588,0.5539809166587321,0.521014331470723,2.457528809172911e-3,1.7988286344120708e-3,0.7249528378671717,0.6463748187170589

results/yacht,4,0.9977307155303401,0.9984447781691825,0.4388639181223026,0.4321681305203484,2.2692844696598773e-3,1.5552218308174683e-3,0.6966343994618344,0.601015544754874

results/yacht,5,0.9965376675391207,0.9966290280529166,0.6488365328599282,0.6523131301960571,3.462332460879328e-3,3.3709719470833635e-3,0.8604880216661289,0.8848447980921564

results/yacht,4,0.9968112835735532,0.9978645808723421,0.5544578730388658,0.5379521855445286,3.1887164264468347e-3,2.135419127657966e-3,0.8257876716726854,0.7042568779944255

results/yacht,4,0.9955021685997054,0.9981837780576922,0.5953224864250097,0.48594818140906715,4.497831400294572e-3,1.8162219423078067e-3,0.980758388639256,0.6494922779849593

results/yacht,4,0.9973936118201523,0.9984276111038236,0.568030093957975,0.47583762268674784,2.6063881798476687e-3,1.5723888961764034e-3,0.7465862619238677,0.6043235476746511
