name,time,R^2_test,R^2_train,MAE_test,MAE_train,NMSE_test,NMSE_train,RMSE_test,RMSE_train
results/flowpsi0,0,0.9929898198095772,0.9938232104834954,0.39306032167543564,0.34941810678925367,7.010180190422799e-3,6.176789516504596e-3,0.5034113569067997,0.42174468178912383

results/flowpsi0,0,0.9849023098571129,0.9798050208997285,0.5998087758365817,0.6150702814094129,1.5097690142887055e-2,2.019497910027143e-2,0.7387775205105204,0.7625879134423525

results/flowpsi0,0,0.9702710561754172,0.9808550562477284,0.7160919215305647,0.5722864126610184,2.9728943824582837e-2,1.9144943752271642e-2,1.0366882077904296,0.7424979535888755

results/flowpsi0,1,0.9787615886050234,0.9840236116067601,0.6261104744190039,0.5254254851696472,2.1238411394976592e-2,1.5976388393239883e-2,0.876232652180349,0.6782776684070637

results/flowpsi0,1,0.9305167931582403,0.9429570011648563,1.3049986224614798,1.0311188928613217,6.948320684175968e-2,5.7042998835143785e-2,1.584887154228551,1.281649841452756

results/flowpsi0,1,0.9458270326914355,0.9485763059552647,1.094920110054351,0.9816728600173028,5.417296730856452e-2,5.1423694044735326e-2,1.3994253303987885,1.2168858727131715

results/flowpsi0,1,0.9918496644313624,0.9919202064331387,0.39484700821439594,0.3750651611865547,8.150335568637672e-3,8.079793566861325e-3,0.5428079045187378,0.4823567342573149

results/flowpsi0,1,0.9749654883588262,0.9829620786131179,0.6775685845081053,0.5523250258422547,2.5034511641173762e-2,1.703792138688208e-2,0.9513229638690169,0.7004489985415275

results/flowpsi0,1,0.9828827492874145,0.9860205171771623,0.5936167918667706,0.49915426132672325,1.7117250712585495e-2,1.397948282283767e-2,0.7866389096669789,0.6344739067005287

results/flowpsi0,1,0.9397908291887677,0.944769676953829,1.16030976180426,1.0094344942516416,6.0209170811232365e-2,5.523032304617101e-2,1.4753319288895357,1.2611217196502167

results/flowpsi0,1,0.991143975027467,0.9925747833532331,0.42642925299669554,0.36097323276485205,8.856024972533058e-3,7.425216646766841e-3,0.5658194009712998,0.4624052736443736

results/flowpsi0,1,0.9438983412350906,0.9482052928144602,1.1170503262243392,0.9853148570725329,5.610165876490941e-2,5.179470718553976e-2,1.424118963340666,1.2212677947396262

results/flowpsi0,1,0.9878969357585615,0.9867314001708516,0.5095148391987379,0.48694759908442575,1.2103064241438505e-2,1.3268599829148388e-2,0.6614638092472288,0.6181313377316945

results/flowpsi0,1,0.9720215491060623,0.9785868096079801,0.7295639742478035,0.592434294709099,2.7978450893937697e-2,2.1413190392019964e-2,1.0057041697696676,0.7852517318539074

results/flowpsi0,0,0.9919357180554088,0.9918715828046664,0.4365587571974773,0.38394299270017845,8.064281944591184e-3,8.12841719533365e-3,0.5399347382434188,0.4838059516283423

results/flowpsi0,1,0.9716389636669847,0.9813952686855337,0.6644946293537971,0.5823653640511206,2.836103633301534e-2,1.8604731314466296e-2,1.0125569675442385,0.7319474715089849

results/flowpsi0,1,0.9846920716931374,0.9858163824195807,0.5864547274821362,0.5325270634423173,1.5307928306862569e-2,1.4183617580419312e-2,0.7439035446904283,0.6390895558967009

results/flowpsi0,1,0.9859648618252085,0.982740798842692,0.5599424732837918,0.5879403830006907,1.403513817479152e-2,1.7259201157307898e-2,0.7123062657842565,0.7049828610439184

results/flowpsi0,1,0.9817928416686232,0.9891673648577868,0.5978875440581172,0.43097624842981347,1.820715833137675e-2,1.0832635142213274e-2,0.8112963138987336,0.5585155531427789

results/flowpsi0,1,0.9859772258517532,0.9902946014191759,0.5284549683313093,0.4247700831857914,1.40227741482468e-2,9.705398580824037e-3,0.7119924493503452,0.5286581130542906

results/flowpsi0,0,0.9441785948412293,0.9482595398474141,1.1039213728496466,0.9814589052353085,5.582140515877062e-2,5.174046015258595e-2,1.4205574450822267,1.2206280815939865

results/flowpsi0,0,0.8974785871529583,0.9295844839962979,1.3536632247118277,1.1711278153572868,0.10252141284704172,7.041551600370212e-2,1.9251550354987834,1.4239751050692155

results/flowpsi0,0,0.9831283163173626,0.9899649697198937,0.5780204258848662,0.4249240094796957,1.687168368263739e-2,1.003503028010631e-2,0.780975896943342,0.5375607575632863

results/flowpsi0,0,0.9840655547326242,0.9827160824094163,0.5955473458071441,0.5701627055012755,1.5934445267375755e-2,1.728391759058366e-2,0.7589739896954261,0.7054874738531502

results/flowpsi0,0,0.9432182155789703,0.947774835247472,1.1036318999752002,0.9963754817826016,5.678178442102965e-2,5.222516475252804e-2,1.4327253216894602,1.2263321753196437

results/flowpsi0,0,0.9769086243538045,0.9804103581899771,0.6894635503543209,0.5878662833383506,2.3091375646195438e-2,1.9589641810022883e-2,0.9136572852366922,0.7510718088414594

results/flowpsi0,1,0.943690543897767,0.9504114807926779,1.114968480402471,0.9497671231111886,5.630945610223299e-2,4.9588519207322115e-2,1.426753953252015,1.1949749009619042

results/flowpsi0,1,0.9946455019571367,0.9961073973843139,0.32469408350355083,0.2599952292017029,5.3544980428632425e-3,3.8926026156861195e-3,0.43996466716081334,0.3348021580854318

results/flowpsi0,1,0.9911607854007383,0.9921067653755643,0.45038329750378625,0.38888685683651203,8.839214599261722e-3,7.893234624435648e-3,0.5652821309566052,0.47675550867454464

results/flowpsi0,0,0.9675579143736557,0.9758328983727138,0.7911093529294965,0.6602192283007774,3.244208562634434e-2,2.4167101627286174e-2,1.0829609613719362,0.8342198083405623
