name,time,R^2_test,R^2_train,MAE_test,MAE_train,NMSE_test,NMSE_train,RMSE_test,RMSE_train
results/wineRed,40,1.687290028991706e-2,0.4397616252688644,0.519553970132552,0.46943339148885355,0.983127099710083,0.5602383747311356,0.7901600561088775,0.6060754329938225

results/wineRed,44,0.3247009305295818,0.43019322079206834,0.517472409465801,0.4727770607918869,0.6752990694704182,0.5698067792079317,0.6548748522702964,0.6112291524629543

results/wineRed,44,0.21630232588469267,0.43820081202150396,0.5130951987179275,0.4691593652449128,0.7836976741153074,0.561799187978496,0.7054796922282113,0.6069191029918427

results/wineRed,40,0.37010730531314395,0.4275740668718596,0.49556950098754243,0.47242479824155265,0.629892694686856,0.5724259331281404,0.6324752328724654,0.6126323191513592

results/wineRed,43,0.3167200895205424,0.43056935575874244,0.5137661755102474,0.47529018849129107,0.6832799104794576,0.5694306442412577,0.6587332174272723,0.611027380021504

results/wineRed,48,0.32440638316073456,0.4518834918388349,0.5067956418606366,0.4649419706243328,0.6755936168392654,0.5481165081611651,0.6550176561363324,0.5994827555252492

results/wineRed,20,0.37179361644946973,0.42002031476648305,0.4714097590278078,0.4794553762518768,0.6282063835505303,0.579979685233517,0.6272078669680897,0.6177010006274899

results/wineRed,26,0.4094662359933551,0.42114482519543184,0.4622594524757765,0.48445608771203885,0.5905337640066449,0.5788551748045682,0.6081107645684327,0.6171018863365549

results/wineRed,21,0.38813235823411574,0.4203076013450281,0.47703492434548417,0.4849214176894224,0.6118676417658842,0.5796923986549718,0.6189977460186162,0.6175479959685616

results/wineRed,31,-0.6147460965918119,0.4164361671093425,0.5044923175025374,0.48559661601210086,1.6147460965918117,0.5835638328906575,1.0055703192572965,0.619606689546613

results/wineRed,26,0.3334802928334274,0.41810697037445155,0.47521186537314336,0.48418061050751143,0.6665197071665725,0.5818930296255485,0.6460510279281378,0.6187190549087679

results/wineRed,25,0.4117276397654578,0.41380447698368106,0.4706632601287269,0.487143351464984,0.5882723602345422,0.5861955230163189,0.6069452909511773,0.6210022340099888

results/wineRed,25,-0.18434576443827155,0.44823688215371915,0.5225761789573384,0.4688175224442638,1.1843457644382718,0.5517631178462808,0.8379593872123533,0.6063611796134686

results/wineRed,27,0.26260727550029983,0.4401913000393024,0.5073289977850882,0.4755112408246447,0.7373927244997003,0.5598086999606976,0.6612004478206698,0.6107660345433936

results/wineRed,34,0.1815086591010323,0.4498488697759463,0.5038470722885167,0.4703440813180559,0.8184913408989677,0.5501511302240537,0.6966116921091515,0.605474783226079

results/wineRed,30,0.29976114452065494,0.4292280240719133,0.47891946534609053,0.4834660913923027,0.7002388554793451,0.5707719759280867,0.6443277228277237,0.6167176481766542

results/wineRed,30,0.373127239382153,0.43819494676604864,0.4735389828272657,0.4760274058039246,0.626872760617847,0.5618050532339514,0.6096399437650778,0.6118541023556899

results/wineRed,26,0.35016252096369127,0.4447726256041683,0.47943263326217506,0.4739309827932708,0.6498374790363088,0.5552273743958317,0.6207062131355942,0.6082617269491898

results/wineRed,18,0.38880669352499575,0.4277044488085705,0.49572010839206826,0.475281485858616,0.6111933064750044,0.5722955511914295,0.6310362620417197,0.6107614344140854

results/wineRed,28,-3.366533727505707,0.4236023302060421,0.5823422796475601,0.47430759203705813,4.366533727505707,0.5763976697939579,1.6866828581876936,0.6129464437637275

results/wineRed,24,0.41897943026559603,0.4208476657946594,0.47937419354996164,0.4751833811505737,0.5810205697344041,0.5791523342053406,0.6152629672356101,0.6144093653851077

results/wineRed,23,0.3709073377769585,0.4160304033034141,0.49589511612323367,0.47670814082567853,0.6290926622230416,0.5839695966965859,0.6402098201352292,0.6169593352269249

results/wineRed,25,0.4006741989050985,0.43588340498469247,0.4891979187030331,0.47378420175816954,0.5993258010949015,0.5641165950153075,0.6248798333374119,0.6063813832516002

results/wineRed,25,0.40094679067718,0.422254664633931,0.4912720731998893,0.4787562122957027,0.5990532093228201,0.577745335366069,0.6247377099098557,0.6136625852275215

results/wineRed,21,0.3420446712644871,0.4254037257023304,0.550829847878177,0.4672498885963132,0.6579553287355129,0.5745962742976696,0.702744326785288,0.6001935557616893

results/wineRed,25,0.3476030472620545,0.43932027177222843,0.5485607118542609,0.45899116022487424,0.6523969527379455,0.5606797282277716,0.6997696553045165,0.5928807537048357

results/wineRed,24,0.34976271192101094,0.4271390260645923,0.5485807159742953,0.4629646216009492,0.6502372880789891,0.5728609739354077,0.6986104526367326,0.5992865679473257

results/wineRed,25,0.3625835842391414,0.418225932217167,0.5511883351295646,0.47398809543161946,0.6374164157608587,0.581774067782833,0.6916888356659485,0.6039306969502369

results/wineRed,25,0.33990655504553724,0.42991910345396545,0.550491423125733,0.4671145979678239,0.6600934449544628,0.5700808965460346,0.7038852327646159,0.5978306393961087

results/wineRed,25,0.27462899597430057,0.4282589496379743,0.5511496193321779,0.463348137443462,0.7253710040256994,0.5717410503620257,0.7378689570965484,0.5987004890140707
