0.74,686,245,220.5,3.5,3,0,0,6.05
0.76,661.5,416.5,122.5,7,3,0,0,23.93
0.9,563.5,318.5,122.5,7,3,0.1,2,29.68
0.71,710.5,269.5,220.5,3.5,2,0.1,4,10.66
0.64,784,343,220.5,3.5,5,0.1,1,15.21
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51
0.82,612.5,318.5,147,7,3,0.4,1,29.91
0.79,637,343,147,7,4,0,0,29.63
0.9,563.5,318.5,122.5,7,4,0.4,1,36.66
0.62,808.5,367.5,220.5,3.5,3,0.1,2,13
0.86,588,294,147,7,3,0.25,3,29.4
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4
0.69,735,294,220.5,3.5,4,0.4,3,14.33
0.9,563.5,318.5,122.5,7,4,0.4,3,35.05
0.64,784,343,220.5,3.5,5,0.4,4,18.84
0.79,637,343,147,7,4,0.1,5,36.77
0.76,661.5,416.5,122.5,7,2,0.1,1,32.96
0.76,661.5,416.5,122.5,7,2,0.4,2,40.78
0.69,735,294,220.5,3.5,4,0.4,2,14.33
0.76,661.5,416.5,122.5,7,4,0.25,2,36.86
0.64,784,343,220.5,3.5,4,0.25,2,17.02
0.74,686,245,220.5,3.5,3,0.4,3,14.22
0.62,808.5,367.5,220.5,3.5,4,0.1,1,12.93
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02
0.82,612.5,318.5,147,7,2,0.1,4,23.8
0.79,637,343,147,7,5,0.4,2,41.92
0.76,661.5,416.5,122.5,7,4,0.4,4,40.6
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73
0.82,612.5,318.5,147,7,4,0.4,2,28.64
0.62,808.5,367.5,220.5,3.5,5,0.1,2,13.04
0.79,637,343,147,7,3,0.25,2,40.19
0.66,759.5,318.5,220.5,3.5,2,0.1,3,11.59
0.64,784,343,220.5,3.5,3,0,0,10.54
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76
