1.392394738000000132e+00,1.414226498999999970e+00,1.743675939000000064e+00,3.146855659999999943e+00,1.313201577000000064e+00,3.453457843000000249e+00,1.720701498000000162e+00,3.622594123000000277e+00,1.166035527000000016e+00,3.208685379999999809e-01
1.257839540999999839e+00,1.534824564000000002e+00,1.816747254000000034e+00,3.121822644999999952e+00,1.699215516999999842e+00,3.450864356999999938e+00,1.135227323000000066e+00,3.812360143999999895e+00,1.840349494000000030e+00,3.448440260000000257e-01
1.642067890999999946e+00,1.236057039000000080e+00,1.318623694000000013e+00,3.784149020000000085e+00,1.564901469999999906e+00,3.835387291000000420e+00,1.892285261999999912e+00,3.414258553999999890e+00,1.469059220999999971e+00,2.415986039999999946e-01
1.206753734999999939e+00,1.732622239000000119e+00,1.174821373999999974e+00,3.623438488999999763e+00,1.108705580000000079e+00,3.304716186000000278e+00,1.715832003000000050e+00,3.689939898999999635e+00,1.716112895999999832e+00,1.893400179999999988e-01
1.805118481999999913e+00,1.366087000000000051e+00,1.427653631999999950e+00,3.791447726999999990e+00,1.895811464999999973e+00,3.162407843999999635e+00,1.447027800999999947e+00,3.188499971000000155e+00,1.357803635999999869e+00,3.884002899999999814e-01
1.495029921999999845e+00,1.343814371999999979e+00,1.420340764999999950e+00,3.824047916999999686e+00,1.399558246000000006e+00,3.282464241000000449e+00,1.443120285999999863e+00,3.858917340000000085e+00,1.665328764999999933e+00,2.472423660000000190e-01
1.159645067999999890e+00,1.509974913000000196e+00,1.782301240000000009e+00,3.426828341999999861e+00,1.815326808000000014e+00,3.605802111000000032e+00,1.660933426999999796e+00,3.877248422000000083e+00,1.645641560999999919e+00,2.675596610000000042e-01
1.260314088999999971e+00,1.537635794999999916e+00,1.514711195999999926e+00,3.261955228999999790e+00,1.128738900999999961e+00,3.166040738999999604e+00,1.815095256999999851e+00,3.788633723000000231e+00,1.721647224999999892e+00,2.686910069999999817e-01
1.690279256999999813e+00,1.150443370000000076e+00,1.603727211999999902e+00,3.716784696000000388e+00,1.555714158000000014e+00,3.838166766999999702e+00,1.253896332999999919e+00,3.752508796000000313e+00,1.505219265999999889e+00,1.994479769999999985e-01
1.616417545999999872e+00,1.376343718000000216e+00,1.221711015999999983e+00,3.375845607000000026e+00,1.737213153999999982e+00,3.773002316999999994e+00,1.885456126999999871e+00,3.792812086000000082e+00,1.503037685000000012e+00,2.205695599999999978e-01
1.611450929999999948e+00,1.801771293000000052e+00,1.245920999999999834e+00,3.109056289999999834e+00,1.247503497999999933e+00,3.320233178000000063e+00,1.551983321999999887e+00,3.781110051999999833e+00,1.501151723000000215e+00,3.035602539999999738e-01
1.159653665999999861e+00,1.822544965000000072e+00,1.425873415999999949e+00,3.296140103999999571e+00,1.203779030999999833e+00,3.204656008000000167e+00,1.591834004999999941e+00,3.837872120000000109e+00,1.290882542000000077e+00,2.226165739999999837e-01
1.724205109999999985e+00,1.227362247999999934e+00,1.539003186999999828e+00,3.310181846999999955e+00,1.319955022999999894e+00,3.113215733000000096e+00,1.725823833000000196e+00,3.538971193000000071e+00,1.239337860000000013e+00,2.869087319999999997e-01
1.326418324999999898e+00,1.796411219999999975e+00,1.589051076999999923e+00,3.813698078000000269e+00,1.489163309000000046e+00,3.884903028999999730e+00,1.186557167999999995e+00,3.448227366999999877e+00,1.642262909999999909e+00,2.035599220000000042e-01
1.362136180999999890e+00,1.635026108000000145e+00,1.854127950999999941e+00,3.209816125000000131e+00,1.678905466000000013e+00,3.537220338000000019e+00,1.309910751999999956e+00,3.489058731000000080e+00,1.141828437999999890e+00,3.375744010000000239e-01
1.135227452999999942e+00,1.706332344000000001e+00,1.870356514000000026e+00,3.736029203000000187e+00,1.487376974000000018e+00,3.354724850000000202e+00,1.499333204000000030e+00,3.160973532999999946e+00,1.641250038999999994e+00,2.836713080000000109e-01
