3.739848621000000151e+00,4.076590698999999596e+00,2.391505453000000170e+00,1.571055838000000149e+00,1.865305382000000023e+01
2.981386801999999836e+00,3.090482886999999845e+00,4.008814443999999533e+00,4.296306943000000267e+00,1.692188361999999913e+01
2.434979647000000025e+00,1.750123939000000073e+00,3.710440028999999917e+00,4.258325618999999840e+00,1.339390640999999960e+01
1.900207568000000125e+00,4.046127027999999903e+00,3.112598730000000202e+00,3.331052200000000241e+00,1.220309542999999941e+01
4.536779543999999831e+00,3.361571483999999721e+00,3.689551613999999979e+00,2.840589161999999668e+00,2.324993324000000072e+01
1.798322745999999972e+00,4.132409353999999979e+00,3.214755869999999849e+00,3.494494945000000019e+00,6.596672553999999522e+00
4.443734854999999762e+00,4.287244226999999519e+00,4.231216788000000228e+00,1.744747709000000091e+00,3.137253776000000016e+01
3.424607616000000299e+00,1.706729565999999920e+00,3.473111388999999605e+00,2.850616083999999884e+00,1.896996856000000164e+01
4.286095161000000431e+00,4.394651986999999593e+00,3.442423206000000402e+00,3.388279540000000090e+00,3.040250278999999978e+01
1.928725325000000046e+00,3.135499690000000061e+00,2.713653583999999785e+00,4.339324189000000054e+00,9.173890891000000991e+00
4.102209568000000139e+00,2.954559193999999778e+00,4.139278831000000380e+00,1.511784550000000005e+00,1.948791171999999960e+01
2.010060971000000141e+00,3.547965913999999721e+00,3.494878466000000294e+00,2.533481364000000013e+00,5.759877002000000523e+00
1.915021111999999803e+00,4.414751191999999769e+00,1.855716046999999813e+00,3.578674345000000034e+00,1.098175258999999926e+01
1.547498108999999955e+00,2.803716126000000308e+00,1.949541278000000100e+00,2.200360625000000070e+00,8.993719022000000507e+00
3.248197572000000033e+00,4.591285934000000069e+00,2.818133118999999631e+00,1.926289681999999948e+00,2.227464572999999959e+01
3.366493751999999784e+00,3.953837163999999849e+00,4.223851070000000263e+00,1.543054374000000006e+00,2.097804007999999953e+01
4.461363779000000029e+00,2.885477918999999947e+00,4.536547054999999773e+00,3.175640451000000031e+00,3.044824893999999915e+01
3.469345512999999936e+00,1.454604089000000045e+00,2.055153973999999995e+00,2.215949209999999781e+00,1.256803777999999916e+01
3.371252173000000241e+00,2.379549885999999947e+00,3.256939937999999923e+00,2.432780966000000156e+00,1.656126068000000018e+01
3.416331246000000377e+00,2.975224073999999774e+00,2.143844308999999893e+00,4.067206667999999858e+00,2.093557898999999978e+01
1.576426093000000028e+00,3.774162291999999752e+00,1.757393858000000142e+00,2.280004962000000024e+00,6.966074662000000473e+00
1.639383720999999960e+00,2.290856396000000128e+00,4.104756475000000293e+00,2.246857374999999823e+00,8.704144727000000969e+00
3.219182548999999671e+00,2.179506529000000192e+00,2.583759036000000009e+00,1.986708319000000111e+00,1.353121488999999933e+01
3.182906079999999971e+00,3.576557698999999868e+00,3.452915181999999916e+00,1.782222811999999879e+00,1.683664098999999936e+01
4.142460696000000553e+00,3.168936309999999867e+00,1.921555993000000129e+00,4.317154741999999601e+00,2.224222728000000160e+01
2.770412171999999895e+00,1.877280798000000139e+00,3.088378533999999842e+00,2.321051779000000259e+00,9.443882213000000192e+00
2.512110846000000119e+00,2.941073993999999914e+00,4.573424032000000139e+00,1.568672166000000034e+00,1.737026293999999993e+01
1.985177513000000227e+00,3.911234170000000177e+00,3.892718026999999914e+00,3.673164503999999830e+00,1.039207822000000014e+01
4.122072531999999789e+00,3.414656303000000115e+00,1.970783993000000178e+00,4.172029463999999521e+00,3.011132986000000145e+01
3.405532291999999739e+00,4.481824350000000123e+00,1.767124241999999956e+00,3.695163534999999833e+00,2.332116436000000093e+01
3.094497151999999751e+00,4.558590738000000364e+00,2.152544714999999886e+00,3.488309942999999969e+00,2.448704077000000012e+01
3.971540736999999766e+00,3.197800326999999943e+00,3.948025048000000314e+00,4.484644062000000098e+00,2.499935710000000100e+01
1.698259755000000037e+00,2.286328854000000188e+00,2.321293848000000271e+00,4.178964728999999600e+00,6.420141336000000365e+00
1.542170339999999973e+00,4.492942915000000426e+00,2.501907489000000151e+00,2.908225286000000409e+00,1.952550199000000042e+00
2.121367057000000056e+00,4.026470859999999874e+00,4.426302006000000233e+00,2.965085745000000106e+00,1.498967490000000069e+01
2.007439194999999899e+00,2.232386984000000130e+00,4.558026908000000432e+00,2.519051756000000086e+00,1.262123069000000086e+01
2.541150376999999683e+00,4.154046061999999928e+00,2.848277131999999767e+00,3.352134073000000214e+00,1.922999953000000062e+01
